Date,Ticker,Open,High,Low,Close,Volume,DailyReturn_Pct
2023-06-27,GOOGL,285.66,288.52,282.8,285.66,18092141,-1.84
2023-06-28,GOOGL,285.18,288.03,282.33,285.18,16760288,-0.17
2023-06-29,GOOGL,278.98,281.77,276.19,278.98,18996411,-2.18
2023-06-30,GOOGL,271.46,274.17,268.75,271.46,19804418,-2.69
2023-07-01,GOOGL,273.55,276.29,270.81,273.55,17635579,0.77
2023-07-02,GOOGL,272.16,274.88,269.44,272.16,19002750,-0.51
2023-07-03,GOOGL,281.08,283.89,278.27,281.08,20481330,3.28
2023-07-04,GOOGL,294.05,296.99,291.11,294.05,18762208,4.61
2023-07-05,GOOGL,291.9,294.82,288.98,291.9,23450263,-0.73
2023-07-06,GOOGL,277.47,280.24,274.7,277.47,22341525,-4.94
2023-07-07,GOOGL,277.23,280.0,274.46,277.23,20339652,-0.09
2023-07-08,GOOGL,275.65,278.41,272.89,275.65,21769794,-0.57
2023-07-09,GOOGL,265.75,268.41,263.09,265.75,17769012,-3.59
2023-07-10,GOOGL,276.43,279.19,273.67,276.43,20192066,4.02
2023-07-11,GOOGL,270.17,272.87,267.47,270.17,20185776,-2.26
2023-07-12,GOOGL,274.48,277.22,271.74,274.48,20290564,1.59
2023-07-13,GOOGL,274.14,276.88,271.4,274.14,18228920,-0.13
2023-07-14,GOOGL,267.47,270.14,264.8,267.47,14388586,-2.43
2023-07-15,GOOGL,263.29,265.92,260.66,263.29,23939909,-1.56
2023-07-16,GOOGL,261.32,263.93,258.71,261.32,19511562,-0.75
2023-07-17,GOOGL,253.62,256.16,251.08,253.62,20019332,-2.95
2023-07-18,GOOGL,251.83,254.35,249.31,251.83,19000122,-0.71
2023-07-19,GOOGL,249.09,251.58,246.6,249.09,18259139,-1.09
2023-01-01,MSFT,149.42,150.91,147.93,149.42,19905549,-0.39
2023-01-02,MSFT,142.82,144.25,141.39,142.82,14957176,-4.42
2023-01-03,MSFT,141.46,142.87,140.05,141.46,22766810,-0.95
2023-01-04,MSFT,137.59,138.97,136.21,137.59,21741592,-2.73
2023-01-05,MSFT,142.29,143.71,140.87,142.29,19200114,3.41
2023-01-06,MSFT,141.16,142.57,139.75,141.16,21613032,-0.8
2023-01-07,MSFT,141.61,143.03,140.19,141.61,18132644,0.32
2023-01-08,MSFT,142.52,143.95,141.09,142.52,17942471,0.65
2023-01-09,MSFT,146.58,148.05,145.11,146.58,19355972,2.85
2023-01-10,MSFT,147.97,149.45,146.49,147.97,24994048,0.95
2023-01-11,MSFT,147.58,149.06,146.1,147.58,17746328,-0.26
2023-01-12,MSFT,146.04,147.5,144.58,146.04,19989591,-1.04
2023-01-13,MSFT,145.77,147.23,144.31,145.77,19465113,-0.19
2023-01-14,MSFT,146.94,148.41,145.47,146.94,20365729,0.8
2023-01-15,MSFT,145.73,147.19,144.27,145.73,20032237,-0.82
2023-01-16,MSFT,143.86,145.3,142.42,143.86,18548292,-1.28
2023-01-17,MSFT,137.29,138.66,135.92,137.29,17500420,-4.57
2023-01-18,MSFT,139.67,141.07,138.27,139.67,21886553,1.73
2023-01-19,MSFT,141.85,143.27,140.43,141.85,21276400,1.56
2023-01-20,MSFT,140.62,142.03,139.21,140.62,16204630,-0.87
2023-01-21,MSFT,139.87,141.27,138.47,139.87,10712057,-0.53
2023-01-22,MSFT,143.21,144.64,141.78,143.21,20614877,2.38
2023-01-23,MSFT,145.8,147.26,144.34,145.8,18459506,1.81
2023-01-24,MSFT,141.26,142.67,139.85,141.26,20552814,-3.11
2023-01-25,MSFT,141.89,143.31,140.47,141.89,19587521,0.44
2023-01-26,MSFT,142.84,144.27,141.41,142.84,18567119,0.67
2023-01-27,MSFT,143.55,144.99,142.11,143.55,21406304,0.5
2023-01-28,MSFT,148.5,149.99,147.01,148.5,22297275,3.45
2023-01-29,MSFT,144.97,146.42,143.52,144.97,18830875,-2.38
2023-01-30,MSFT,142.63,144.06,141.2,142.63,24112873,-1.61
2023-01-31,MSFT,141.37,142.78,139.96,141.37,19208123,-0.88
2023-02-01,MSFT,141.19,142.6,139.78,141.19,21208304,-0.12
2023-02-02,MSFT,137.97,139.35,136.59,137.97,19967691,-2.28
2023-02-03,MSFT,140.7,142.11,139.29,140.7,19013889,1.98
2023-02-04,MSFT,145.99,147.45,144.53,145.99,17347169,3.76
2023-02-05,MSFT,144.66,146.11,143.21,144.66,22323173,-0.91
2023-02-06,MSFT,144.9,146.35,143.45,144.9,19313705,0.17
2023-02-07,MSFT,141.8,143.22,140.38,141.8,18250467,-2.14
2023-02-08,MSFT,147.13,148.6,145.66,147.13,20958179,3.76
2023-02-09,MSFT,148.97,150.46,147.48,148.97,18129184,1.25
2023-02-10,MSFT,149.7,151.2,148.2,149.7,19172017,0.49
2023-02-11,MSFT,146.12,147.58,144.66,146.12,17797139,-2.39
2023-02-12,MSFT,144.75,146.2,143.3,144.75,26285409,-0.94
2023-02-13,MSFT,150.31,151.81,148.81,150.31,14978699,3.84
2023-02-14,MSFT,147.98,149.46,146.5,147.98,19453802,-1.55
2023-02-15,MSFT,148.21,149.69,146.73,148.21,19605306,0.15
2023-02-16,MSFT,153.84,155.38,152.3,153.84,18583206,3.8
2023-02-17,MSFT,159.58,161.18,157.98,159.58,22885142,3.73
2023-02-18,MSFT,159.54,161.14,157.94,159.54,18066222,-0.03
2023-02-19,MSFT,157.59,159.17,156.01,157.59,25827973,-1.22
2023-02-20,MSFT,160.02,161.62,158.42,160.02,20884380,1.54
2023-02-21,MSFT,153.15,154.68,151.62,153.15,18516542,-4.29
2023-02-22,MSFT,152.17,153.69,150.65,152.17,20652979,-0.64
2023-02-23,MSFT,151.91,153.43,150.39,151.91,18848625,-0.17
2023-02-24,MSFT,153.04,154.57,151.51,153.04,22698416,0.74
2023-02-25,MSFT,151.37,152.88,149.86,151.37,17029733,-1.09
2023-02-26,MSFT,149.82,151.32,148.32,149.82,17119436,-1.03
2023-02-27,MSFT,149.17,150.66,147.68,149.17,26010753,-0.43
2023-02-28,MSFT,148.31,149.79,146.83,148.31,16698421,-0.58
2023-03-01,MSFT,147.15,148.62,145.68,147.15,24683753,-0.78
2023-03-02,MSFT,146.48,147.94,145.02,146.48,17574621,-0.46
2023-03-03,MSFT,141.56,142.98,140.14,141.56,18998560,-3.36
2023-03-04,MSFT,137.6,138.98,136.22,137.6,20648677,-2.8
2023-03-05,MSFT,136.58,137.95,135.21,136.58,13720904,-0.74
2023-03-06,MSFT,141.26,142.67,139.85,141.26,26412874,3.43
2023-03-07,MSFT,142.13,143.55,140.71,142.13,24608953,0.61
2023-03-08,MSFT,142.92,144.35,141.49,142.92,14159317,0.56
2023-03-09,MSFT,142.33,143.75,140.91,142.33,18103555,-0.41
2023-03-10,MSFT,138.21,139.59,136.83,138.21,20004999,-2.89
2023-03-11,MSFT,136.29,137.65,134.93,136.29,20563535,-1.39
2023-03-12,MSFT,138.43,139.81,137.05,138.43,25095095,1.57
2023-03-13,MSFT,138.48,139.86,137.1,138.48,16633679,0.03
2023-03-14,MSFT,137.13,138.5,135.76,137.13,18739370,-0.97
2023-03-15,MSFT,143.57,145.01,142.13,143.57,19678700,4.7
2023-03-16,MSFT,145.18,146.63,143.73,145.18,23264248,1.12
2023-03-17,MSFT,149.32,150.81,147.83,149.32,20617300,2.85
2023-03-18,MSFT,148.43,149.91,146.95,148.43,18526327,-0.6
2023-03-19,MSFT,144.77,146.22,143.32,144.77,22664071,-2.47
2023-03-20,MSFT,152.85,154.38,151.32,152.85,24055436,5.58
2023-03-21,MSFT,153.07,154.6,151.54,153.07,16144740,0.14
2023-03-22,MSFT,151.53,153.05,150.01,151.53,21207898,-1.01
2023-03-23,MSFT,150.65,152.16,149.14,150.65,19619864,-0.58
2023-03-24,MSFT,151.96,153.48,150.44,151.96,20638462,0.87
2023-03-25,MSFT,159.18,160.77,157.59,159.18,26830318,4.75
2023-03-26,MSFT,158.35,159.93,156.77,158.35,23095452,-0.52
2023-03-27,MSFT,154.1,155.64,152.56,154.1,22822489,-2.68
2023-03-28,MSFT,155.75,157.31,154.19,155.75,17294464,1.07
2023-03-29,MSFT,159.5,161.09,157.91,159.5,16924797,2.41
2023-03-30,MSFT,159.24,160.83,157.65,159.24,20437441,-0.17
2023-03-31,MSFT,154.02,155.56,152.48,154.02,20478431,-3.28
2023-04-01,MSFT,151.4,152.91,149.89,151.4,18761141,-1.7
2023-04-02,MSFT,151.26,152.77,149.75,151.26,14913279,-0.09
2023-04-03,MSFT,149.87,151.37,148.37,149.87,19475216,-0.92
2023-04-04,MSFT,148.92,150.41,147.43,148.92,17139692,-0.63
2023-04-05,MSFT,145.03,146.48,143.58,145.03,16942721,-2.61
2023-04-06,MSFT,139.55,140.95,138.15,139.55,17460205,-3.78
2023-04-07,MSFT,143.12,144.55,141.69,143.12,15365956,2.56
2023-04-08,MSFT,145.87,147.33,144.41,145.87,15972857,1.92
2023-04-09,MSFT,147.48,148.95,146.01,147.48,27890238,1.11
2023-04-10,MSFT,149.37,150.86,147.88,149.37,19423769,1.28
2023-04-11,MSFT,149.04,150.53,147.55,149.04,22663883,-0.22
2023-04-12,MSFT,150.36,151.86,148.86,150.36,20797893,0.89
2023-04-13,MSFT,149.1,150.59,147.61,149.1,20990322,-0.84
2023-04-14,MSFT,143.91,145.35,142.47,143.91,18205922,-3.48
2023-04-15,MSFT,149.2,150.69,147.71,149.2,22615956,3.68
2023-04-16,MSFT,148.96,150.45,147.47,148.96,16723625,-0.16
2023-04-17,MSFT,155.11,156.66,153.56,155.11,18131913,4.13
2023-04-18,MSFT,152.29,153.81,150.77,152.29,20521706,-1.82
2023-04-19,MSFT,150.8,152.31,149.29,150.8,13959815,-0.98
2023-04-20,MSFT,146.6,148.07,145.13,146.6,19406036,-2.78
2023-04-21,MSFT,143.44,144.87,142.01,143.44,15342653,-2.16
2023-04-22,MSFT,139.38,140.77,137.99,139.38,19442497,-2.83
2023-04-23,MSFT,139.16,140.55,137.77,139.16,22521373,-0.16
2023-04-24,MSFT,135.95,137.31,134.59,135.95,19445456,-2.3
2023-04-25,MSFT,134.26,135.6,132.92,134.26,21654069,-1.24
2023-04-26,MSFT,134.44,135.78,133.1,134.44,21029334,0.13
2023-04-27,MSFT,137.89,139.27,136.51,137.89,20594726,2.56
2023-04-28,MSFT,141.05,142.46,139.64,141.05,16070238,2.29
2023-04-29,MSFT,137.07,138.44,135.7,137.07,23972425,-2.82
2023-04-30,MSFT,137.97,139.35,136.59,137.97,21788227,0.66
2023-05-01,MSFT,141.34,142.75,139.93,141.34,17728196,2.44
2023-05-02,MSFT,139.74,141.14,138.34,139.74,22462892,-1.13
2023-05-03,MSFT,138.91,140.3,137.52,138.91,18330764,-0.59
2023-05-04,MSFT,135.52,136.88,134.16,135.52,22681324,-2.44
2023-05-05,MSFT,134.18,135.52,132.84,134.18,22641737,-0.99
2023-05-06,MSFT,135.64,137.0,134.28,135.64,24180011,1.09
2023-05-07,MSFT,131.19,132.5,129.88,131.19,11395032,-3.28
2023-05-08,MSFT,135.92,137.28,134.56,135.92,23034787,3.61
2023-05-09,MSFT,133.27,134.6,131.94,133.27,17534445,-1.95
2023-05-10,MSFT,133.53,134.87,132.19,133.53,19393696,0.19
2023-05-11,MSFT,131.89,133.21,130.57,131.89,17458531,-1.23
2023-05-12,MSFT,130.76,132.07,129.45,130.76,21480483,-0.86
2023-05-13,MSFT,130.93,132.24,129.62,130.93,18527414,0.13
2023-05-14,MSFT,129.31,130.6,128.02,129.31,26431060,-1.24
2023-05-15,MSFT,127.95,129.23,126.67,127.95,21562833,-1.05
2023-05-16,MSFT,134.38,135.72,133.04,134.38,22073231,5.03
2023-05-17,MSFT,135.79,137.15,134.43,135.79,23706040,1.05
2023-05-18,MSFT,139.7,141.1,138.3,139.7,19918482,2.88
2023-05-19,MSFT,136.13,137.49,134.77,136.13,19535331,-2.56
2023-05-20,MSFT,137.85,139.23,136.47,137.85,18966326,1.26
2023-05-21,MSFT,137.35,138.72,135.98,137.35,24855296,-0.36
2023-05-22,MSFT,139.65,141.05,138.25,139.65,21771789,1.67
2023-05-23,MSFT,136.9,138.27,135.53,136.9,19263324,-1.97
2023-05-24,MSFT,138.08,139.46,136.7,138.08,21956570,0.87
2023-05-25,MSFT,142.6,144.03,141.17,142.6,22008084,3.28
2023-05-26,MSFT,141.2,142.61,139.79,141.2,25643155,-0.98
2023-05-27,MSFT,140.56,141.97,139.15,140.56,22749112,-0.46
2023-05-28,MSFT,139.08,140.47,137.69,139.08,17668741,-1.05
2023-05-29,MSFT,135.45,136.8,134.1,135.45,16148266,-2.61
2023-05-30,MSFT,134.3,135.64,132.96,134.3,23923794,-0.85
2023-05-31,MSFT,135.14,136.49,133.79,135.14,14668852,0.63
2023-06-01,MSFT,137.52,138.9,136.14,137.52,19986697,1.76
2023-06-02,MSFT,141.83,143.25,140.41,141.83,18524672,3.13
2023-06-03,MSFT,139.4,140.79,138.01,139.4,25198892,-1.71
2023-06-04,MSFT,142.34,143.76,140.92,142.34,14870351,2.11
2023-06-05,MSFT,143.51,144.95,142.07,143.51,14877410,0.82
2023-06-06,MSFT,146.4,147.86,144.94,146.4,16660028,2.01
2023-06-07,MSFT,142.88,144.31,141.45,142.88,24162447,-2.41
2023-06-08,MSFT,144.21,145.65,142.77,144.21,22207611,0.93
2023-06-09,MSFT,142.96,144.39,141.53,142.96,19757438,-0.87
2023-06-10,MSFT,147.59,149.07,146.11,147.59,20962120,3.24
2023-06-11,MSFT,154.62,156.17,153.07,154.62,19412618,4.76
2023-06-12,MSFT,157.74,159.32,156.16,157.74,23328240,2.02
2023-06-13,MSFT,158.52,160.11,156.93,158.52,24086856,0.49
2023-06-14,MSFT,156.98,158.55,155.41,156.98,22587503,-0.97
2023-06-15,MSFT,153.87,155.41,152.33,153.87,16208457,-1.98
2023-06-16,MSFT,154.14,155.68,152.6,154.14,19613792,0.18
2023-06-17,MSFT,150.88,152.39,149.37,150.88,22295041,-2.11
2023-06-18,MSFT,155.74,157.3,154.18,155.74,19028654,3.22
2023-06-19,MSFT,159.14,160.73,157.55,159.14,18095594,2.18
2023-06-20,MSFT,158.66,160.25,157.07,158.66,19852694,-0.3
2023-06-21,MSFT,161.46,163.07,159.85,161.46,19755067,1.77
2023-06-22,MSFT,155.17,156.72,153.62,155.17,23598899,-3.9
2023-06-23,MSFT,155.68,157.24,154.12,155.68,13107437,0.33
2023-06-24,MSFT,160.26,161.86,158.66,160.26,24421912,2.94
2023-06-25,MSFT,156.96,158.53,155.39,156.96,15745977,-2.06
2023-06-26,MSFT,160.7,162.31,159.09,160.7,23433412,2.39
2023-06-27,MSFT,162.41,164.03,160.79,162.41,18663769,1.06
2023-06-28,MSFT,160.0,161.6,158.4,160.0,21800120,-1.48
2023-06-29,MSFT,158.11,159.69,156.53,158.11,18094650,-1.18
2023-06-30,MSFT,160.75,162.36,159.14,160.75,22947407,1.67
2023-07-01,MSFT,165.74,167.4,164.08,165.74,14541640,3.1
2023-07-02,MSFT,164.25,165.89,162.61,164.25,18974777,-0.9
2023-07-03,MSFT,164.35,165.99,162.71,164.35,16184393,0.06
2023-07-04,MSFT,166.38,168.04,164.72,166.38,25667991,1.23
2023-07-05,MSFT,162.58,164.21,160.95,162.58,20565527,-2.28
2023-07-06,MSFT,166.82,168.49,165.15,166.82,19287013,2.61
2023-07-07,MSFT,164.54,166.19,162.89,164.54,20534668,-1.37
2023-07-08,MSFT,167.12,168.79,165.45,167.12,16209614,1.57
2023-07-09,MSFT,170.75,172.46,169.04,170.75,19362504,2.17
2023-07-10,MSFT,168.64,170.33,166.95,168.64,15400112,-1.23
2023-07-11,MSFT,166.61,168.28,164.94,166.61,18179323,-1.21
2023-07-12,MSFT,162.79,164.42,161.16,162.79,21420946,-2.29
2023-07-13,MSFT,163.43,165.06,161.8,163.43,22942322,0.39
2023-07-14,MSFT,165.93,167.59,164.27,165.93,18079467,1.53
2023-07-15,MSFT,165.05,166.7,163.4,165.05,17763697,-0.53
2023-07-16,MSFT,159.94,161.54,158.34,159.94,21150968,-3.09
2023-07-17,MSFT,160.63,162.24,159.02,160.63,18175216,0.43
2023-07-18,MSFT,163.38,165.01,161.75,163.38,18981012,1.71
2023-07-19,MSFT,167.57,169.25,165.89,167.57,19536298,2.57
2023-01-01,AMZN,146.27,147.73,144.81,146.27,24567599,-2.49
2023-01-02,AMZN,147.49,148.96,146.02,147.49,17159976,0.83
2023-01-03,AMZN,146.45,147.91,144.99,146.45,17511394,-0.7
2023-01-04,AMZN,149.5,151.0,148.0,149.5,13753454,2.08
2023-01-05,AMZN,150.48,151.98,148.98,150.48,14846086,0.66
2023-01-06,AMZN,144.96,146.41,143.51,144.96,21231649,-3.67
2023-01-07,AMZN,141.6,143.02,140.18,141.6,22091793,-2.32
2023-01-08,AMZN,144.47,145.91,143.03,144.47,18658765,2.03
2023-01-09,AMZN,146.03,147.49,144.57,146.03,24420777,1.08
2023-01-10,AMZN,143.38,144.81,141.95,143.38,22584931,-1.82
2023-01-11,AMZN,141.29,142.7,139.88,141.29,20010247,-1.46
2023-01-12,AMZN,139.67,141.07,138.27,139.67,18243222,-1.15
2023-01-13,AMZN,138.81,140.2,137.42,138.81,18202532,-0.62
2023-01-14,AMZN,138.58,139.97,137.19,138.58,23505877,-0.16
2023-01-15,AMZN,134.9,136.25,133.55,134.9,21285718,-2.65
2023-01-16,AMZN,132.13,133.45,130.81,132.13,16948130,-2.06
2023-01-17,AMZN,127.36,128.63,126.09,127.36,23229458,-3.61
2023-01-18,AMZN,126.87,128.14,125.6,126.87,17302937,-0.38
2023-01-19,AMZN,127.33,128.6,126.06,127.33,18953065,0.36
2023-01-20,AMZN,130.26,131.56,128.96,130.26,16946502,2.3
2023-01-21,AMZN,130.02,131.32,128.72,130.02,22551313,-0.18
2023-01-22,AMZN,127.38,128.65,126.11,127.38,18616188,-2.03
2023-01-23,AMZN,124.25,125.49,123.01,124.25,17394926,-2.46
2023-01-24,AMZN,120.51,121.72,119.3,120.51,16818087,-3.01
2023-01-25,AMZN,117.47,118.64,116.3,117.47,17996376,-2.52
2023-01-26,AMZN,119.87,121.07,118.67,119.87,20839901,2.04
2023-01-27,AMZN,123.1,124.33,121.87,123.1,18838101,2.69
2023-01-28,AMZN,121.01,122.22,119.8,121.01,19618255,-1.69
2023-01-29,AMZN,119.66,120.86,118.46,119.66,21232021,-1.12
2023-01-30,AMZN,116.18,117.34,115.02,116.18,19782960,-2.91
2023-01-31,AMZN,119.79,120.99,118.59,119.79,17236511,3.11
2023-02-01,AMZN,118.85,120.04,117.66,118.85,14818432,-0.78
2023-02-02,AMZN,121.61,122.83,120.39,121.61,19705347,2.32
2023-02-03,AMZN,120.47,121.67,119.27,120.47,20142267,-0.94
2023-02-04,AMZN,120.42,121.62,119.22,120.42,17897602,-0.04
2023-02-05,AMZN,117.16,118.33,115.99,117.16,20461732,-2.71
2023-02-06,AMZN,117.31,118.48,116.14,117.31,18836797,0.13
2023-02-07,AMZN,116.71,117.88,115.54,116.71,23241872,-0.51
2023-02-08,AMZN,117.51,118.69,116.33,117.51,16022072,0.68
2023-02-09,AMZN,120.66,121.87,119.45,120.66,22042245,2.68
2023-02-10,AMZN,122.25,123.47,121.03,122.25,17620266,1.32
2023-02-11,AMZN,124.46,125.7,123.22,124.46,20541599,1.81
2023-02-12,AMZN,121.69,122.91,120.47,121.69,20863436,-2.22
2023-02-13,AMZN,124.13,125.37,122.89,124.13,21704501,2.0
2023-02-14,AMZN,119.79,120.99,118.59,119.79,21198570,-3.5
2023-02-15,AMZN,119.04,120.23,117.85,119.04,14345013,-0.63
2023-02-16,AMZN,120.7,121.91,119.49,120.7,22049057,1.4
2023-02-17,AMZN,120.75,121.96,119.54,120.75,16940718,0.04
2023-02-18,AMZN,124.24,125.48,123.0,124.24,21642924,2.89
2023-02-19,AMZN,125.87,127.13,124.61,125.87,22764522,1.31
2023-02-20,AMZN,129.05,130.34,127.76,129.05,20968610,2.52
2023-02-21,AMZN,126.24,127.5,124.98,126.24,17941945,-2.18
2023-02-22,AMZN,125.05,126.3,123.8,125.05,23647351,-0.94
2023-02-23,AMZN,125.71,126.97,124.45,125.71,17947067,0.53
2023-02-24,AMZN,125.34,126.59,124.09,125.34,23968289,-0.3
2023-02-25,AMZN,127.01,128.28,125.74,127.01,23128180,1.33
2023-02-26,AMZN,124.3,125.54,123.06,124.3,19371821,-2.13
2023-02-27,AMZN,122.83,124.06,121.6,122.83,24505567,-1.18
2023-02-28,AMZN,122.61,123.84,121.38,122.61,18278342,-0.18
2023-03-01,AMZN,117.81,118.99,116.63,117.81,24232071,-3.91
2023-03-02,AMZN,121.37,122.58,120.16,121.37,13842312,3.02
2023-03-03,AMZN,122.01,123.23,120.79,122.01,22839689,0.53
2023-03-04,AMZN,123.3,124.53,122.07,123.3,18691889,1.05
2023-03-05,AMZN,121.09,122.3,119.88,121.09,23504437,-1.79
2023-03-06,AMZN,123.08,124.31,121.85,123.08,21913683,1.64
2023-03-07,AMZN,126.09,127.35,124.83,126.09,26558550,2.44
2023-03-08,AMZN,125.39,126.64,124.14,125.39,19028401,-0.55
2023-03-09,AMZN,124.5,125.75,123.25,124.5,17231931,-0.71
2023-03-10,AMZN,127.6,128.88,126.32,127.6,24032769,2.49
2023-03-11,AMZN,130.45,131.75,129.15,130.45,25000725,2.23
2023-03-12,AMZN,130.84,132.15,129.53,130.84,21126716,0.3
2023-03-13,AMZN,132.68,134.01,131.35,132.68,18740150,1.4
2023-03-14,AMZN,129.97,131.27,128.67,129.97,20435244,-2.04
2023-03-15,AMZN,128.89,130.18,127.6,128.89,26507154,-0.83
2023-03-16,AMZN,125.18,126.43,123.93,125.18,19822992,-2.88
2023-03-17,AMZN,126.03,127.29,124.77,126.03,17510170,0.68
2023-03-18,AMZN,125.0,126.25,123.75,125.0,20181340,-0.82
2023-03-19,AMZN,122.23,123.45,121.01,122.23,21224160,-2.22
2023-03-20,AMZN,126.21,127.47,124.95,126.21,18863453,3.26
2023-03-21,AMZN,128.27,129.55,126.99,128.27,25123626,1.64
2023-03-22,AMZN,130.98,132.29,129.67,130.98,17818869,2.11
2023-03-23,AMZN,127.08,128.35,125.81,127.08,19066791,-2.98
2023-03-24,AMZN,127.36,128.63,126.09,127.36,13790974,0.22
2023-03-25,AMZN,127.56,128.84,126.28,127.56,17520494,0.16
2023-03-26,AMZN,127.38,128.65,126.11,127.38,19064930,-0.14
2023-03-27,AMZN,126.98,128.25,125.71,126.98,22254999,-0.31
2023-03-28,AMZN,124.57,125.82,123.32,124.57,14511242,-1.9
2023-03-29,AMZN,126.76,128.03,125.49,126.76,21940745,1.76
2023-03-30,AMZN,128.25,129.53,126.97,128.25,17343694,1.18
2023-03-31,AMZN,129.95,131.25,128.65,129.95,16159408,1.32
2023-04-01,AMZN,129.3,130.59,128.01,129.3,24551619,-0.5
2023-04-02,AMZN,130.97,132.28,129.66,130.97,19781183,1.3
2023-04-03,AMZN,130.72,132.03,129.41,130.72,16695021,-0.19
2023-04-04,AMZN,135.09,136.44,133.74,135.09,23032425,3.34
2023-04-05,AMZN,137.38,138.75,136.01,137.38,19721596,1.7
2023-04-06,AMZN,136.52,137.89,135.15,136.52,17721789,-0.63
2023-04-07,AMZN,140.56,141.97,139.15,140.56,14560965,2.96
2023-04-08,AMZN,142.29,143.71,140.87,142.29,15271987,1.23
2023-04-09,AMZN,141.86,143.28,140.44,141.86,19925207,-0.31
2023-04-10,AMZN,138.37,139.75,136.99,138.37,17436157,-2.46
2023-04-11,AMZN,140.53,141.94,139.12,140.53,24435776,1.56
2023-04-12,AMZN,141.55,142.97,140.13,141.55,17937929,0.72
2023-04-13,AMZN,138.95,140.34,137.56,138.95,17778387,-1.84
2023-04-14,AMZN,139.03,140.42,137.64,139.03,20773750,0.06
2023-04-15,AMZN,142.58,144.01,141.15,142.58,19780499,2.56
2023-04-16,AMZN,140.83,142.24,139.42,140.83,16617899,-1.23
2023-04-17,AMZN,140.38,141.78,138.98,140.38,15054304,-0.32
2023-04-18,AMZN,138.82,140.21,137.43,138.82,16220238,-1.11
2023-04-19,AMZN,138.24,139.62,136.86,138.24,21367928,-0.42
2023-04-20,AMZN,139.43,140.82,138.04,139.43,22051927,0.86
2023-04-21,AMZN,136.99,138.36,135.62,136.99,24253113,-1.75
2023-04-22,AMZN,138.95,140.34,137.56,138.95,21888362,1.43
2023-04-23,AMZN,142.22,143.64,140.8,142.22,20529595,2.35
2023-04-24,AMZN,142.03,143.45,140.61,142.03,24045231,-0.13
2023-04-25,AMZN,139.8,141.2,138.4,139.8,19365291,-1.57
2023-04-26,AMZN,143.18,144.61,141.75,143.18,19373845,2.41
2023-04-27,AMZN,141.64,143.06,140.22,141.64,17166814,-1.07
2023-04-28,AMZN,142.46,143.88,141.04,142.46,18713561,0.58
2023-04-29,AMZN,144.0,145.44,142.56,144.0,24925364,1.08
2023-04-30,AMZN,147.23,148.7,145.76,147.23,13028269,2.25
2023-05-01,AMZN,149.49,150.98,148.0,149.49,22362339,1.53
2023-05-02,AMZN,148.75,150.24,147.26,148.75,23732497,-0.5
2023-05-03,AMZN,149.78,151.28,148.28,149.78,14169263,0.69
2023-05-04,AMZN,150.35,151.85,148.85,150.35,19185465,0.38
2023-05-05,AMZN,148.61,150.1,147.12,148.61,21088486,-1.16
2023-05-06,AMZN,150.69,152.2,149.18,150.69,22007681,1.4
2023-05-07,AMZN,152.95,154.48,151.42,152.95,16533089,1.5
2023-05-08,AMZN,149.86,151.36,148.36,149.86,20808454,-2.02
2023-05-09,AMZN,153.24,154.77,151.71,153.24,21060609,2.26
2023-05-10,AMZN,146.94,148.41,145.47,146.94,21641289,-4.11
2023-05-11,AMZN,142.51,143.94,141.08,142.51,22056730,-3.02
2023-05-12,AMZN,141.06,142.47,139.65,141.06,20907478,-1.02
2023-05-13,AMZN,147.14,148.61,145.67,147.14,18940679,4.31
2023-05-14,AMZN,145.07,146.52,143.62,145.07,18697516,-1.41
2023-05-15,AMZN,140.86,142.27,139.45,140.86,16987849,-2.91
2023-05-16,AMZN,144.0,145.44,142.56,144.0,14080592,2.23
2023-05-17,AMZN,142.34,143.76,140.92,142.34,20718879,-1.16
2023-05-18,AMZN,141.32,142.73,139.91,141.32,24049137,-0.72
2023-05-19,AMZN,140.99,142.4,139.58,140.99,18983244,-0.23
2023-05-20,AMZN,141.55,142.97,140.13,141.55,20815162,0.4
2023-05-21,AMZN,141.69,143.11,140.27,141.69,19785152,0.1
2023-05-22,AMZN,136.29,137.65,134.93,136.29,16609603,-3.81
2023-05-23,AMZN,138.0,139.38,136.62,138.0,23023492,1.25
2023-05-24,AMZN,141.66,143.08,140.24,141.66,15669048,2.65
2023-05-25,AMZN,139.43,140.82,138.04,139.43,24488960,-1.57
2023-05-26,AMZN,138.51,139.9,137.12,138.51,21853135,-0.66
2023-05-27,AMZN,147.98,149.46,146.5,147.98,23149425,6.83
2023-05-28,AMZN,147.49,148.96,146.02,147.49,19577486,-0.33
2023-05-29,AMZN,149.19,150.68,147.7,149.19,14238158,1.15
2023-05-30,AMZN,150.66,152.17,149.15,150.66,19169834,0.98
2023-05-31,AMZN,150.58,152.09,149.07,150.58,20317377,-0.05
2023-06-01,AMZN,155.45,157.0,153.9,155.45,20769389,3.23
2023-06-02,AMZN,156.34,157.9,154.78,156.34,22145191,0.57
2023-06-03,AMZN,156.72,158.29,155.15,156.72,21984985,0.25
2023-06-04,AMZN,156.52,158.09,154.95,156.52,23490000,-0.13
2023-06-05,AMZN,160.68,162.29,159.07,160.68,22017717,2.66
2023-06-06,AMZN,153.47,155.0,151.94,153.47,20525808,-4.49
2023-06-07,AMZN,147.72,149.2,146.24,147.72,21144529,-3.75
