Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax,Total,Date,Time,Payment,Rating
INV000451,B,Mandalay,Member,Male,Health and beauty,67.34,9,30.303,636.363,21-01-2023,16:40,Ewallet,7.3
INV000452,B,Mandalay,Normal,Male,Sports and travel,13.77,2,1.377,28.917,21-01-2023,15:42,Cash,9.7
INV000453,A,Yangon,Normal,Male,Home and lifestyle,72.27,8,28.908,607.068,21-01-2023,19:01,Cash,9.5
INV000454,C,Naypyitaw,Normal,Male,Food and beverages,62.02,1,3.101,65.121,21-01-2023,12:21,Cash,4.5
INV000455,B,Mandalay,Member,Male,Fashion accessories,72.53,8,29.012,609.252,21-01-2023,16:25,Ewallet,7.6
INV000456,B,Mandalay,Normal,Female,Home and lifestyle,28.8,8,11.52,241.92,21-01-2023,15:43,Cash,8.8
INV000457,B,Mandalay,Member,Male,Sports and travel,29.24,1,1.462,30.702,21-01-2023,20:46,Credit card,6.8
INV000458,B,Mandalay,Member,Female,Sports and travel,15.96,7,5.586,117.306,21-01-2023,21:31,Credit card,9.1
INV000459,B,Mandalay,Member,Male,Electronic accessories,16.32,10,8.16,171.36,21-01-2023,12:42,Cash,5.6
INV000460,A,Yangon,Member,Male,Sports and travel,96.6,9,43.47,912.87,21-01-2023,09:43,Cash,5.7
INV000461,B,Mandalay,Member,Female,Food and beverages,30.69,10,15.345,322.245,21-01-2023,00:38,Cash,6.1
INV000462,A,Yangon,Normal,Female,Fashion accessories,89.94,2,8.994,188.874,21-01-2023,02:45,Credit card,4.9
INV000463,A,Yangon,Member,Male,Home and lifestyle,60.14,5,15.035,315.735,22-01-2023,03:11,Cash,7.0
INV000464,A,Yangon,Normal,Female,Sports and travel,53.42,1,2.671,56.091,22-01-2023,18:08,Cash,5.8
INV000465,B,Mandalay,Member,Female,Electronic accessories,50.8,9,22.86,480.06,22-01-2023,11:27,Cash,10.0
INV000466,C,Naypyitaw,Member,Male,Food and beverages,98.06,9,44.127,926.667,22-01-2023,00:39,Cash,5.2
INV000467,C,Naypyitaw,Normal,Male,Sports and travel,53.0,3,7.95,166.95,22-01-2023,07:23,Cash,9.2
INV000468,C,Naypyitaw,Member,Female,Home and lifestyle,77.86,8,31.144,654.024,22-01-2023,14:36,Credit card,5.1
INV000469,C,Naypyitaw,Normal,Female,Fashion accessories,67.38,4,13.476,282.996,22-01-2023,18:15,Cash,8.0
INV000470,A,Yangon,Normal,Female,Food and beverages,34.8,3,5.22,109.62,22-01-2023,21:00,Cash,9.4
INV000471,C,Naypyitaw,Normal,Male,Fashion accessories,22.73,3,3.4095,71.5995,22-01-2023,15:05,Cash,4.5
INV000472,C,Naypyitaw,Normal,Male,Food and beverages,25.59,9,11.5155,241.8255,22-01-2023,19:10,Ewallet,5.3
INV000473,B,Mandalay,Member,Female,Sports and travel,10.06,10,5.03,105.63,22-01-2023,04:35,Cash,5.4
INV000474,A,Yangon,Normal,Male,Health and beauty,36.16,8,14.464,303.744,22-01-2023,01:48,Credit card,7.7
INV000475,B,Mandalay,Normal,Male,Food and beverages,51.5,9,23.175,486.675,22-01-2023,21:35,Cash,8.6
INV000476,C,Naypyitaw,Normal,Male,Electronic accessories,45.41,2,4.541,95.361,22-01-2023,13:00,Cash,8.6
INV000477,A,Yangon,Normal,Male,Sports and travel,69.63,4,13.926,292.446,22-01-2023,11:53,Credit card,4.7
INV000478,C,Naypyitaw,Member,Male,Sports and travel,92.63,1,4.6315,97.2615,22-01-2023,17:47,Ewallet,6.7
INV000479,A,Yangon,Member,Male,Food and beverages,19.93,9,8.9685,188.3385,22-01-2023,15:03,Ewallet,5.0
INV000480,C,Naypyitaw,Normal,Female,Home and lifestyle,76.82,1,3.841,80.661,22-01-2023,06:55,Cash,9.1
INV000481,B,Mandalay,Normal,Female,Electronic accessories,38.31,3,5.7465,120.6765,22-01-2023,13:41,Ewallet,5.7
INV000482,C,Naypyitaw,Member,Male,Home and lifestyle,36.15,8,14.46,303.66,22-01-2023,14:30,Ewallet,7.7
INV000483,B,Mandalay,Member,Female,Fashion accessories,94.3,3,14.145,297.045,22-01-2023,21:07,Credit card,5.7
INV000484,A,Yangon,Normal,Female,Electronic accessories,73.73,9,33.1785,696.7485,22-01-2023,20:51,Cash,9.9
INV000485,A,Yangon,Member,Female,Home and lifestyle,85.61,10,42.805,898.905,23-01-2023,03:29,Credit card,7.2
INV000486,B,Mandalay,Normal,Female,Sports and travel,27.67,9,12.4515,261.4815,23-01-2023,06:06,Ewallet,7.6
INV000487,A,Yangon,Normal,Male,Electronic accessories,26.86,8,10.744,225.624,23-01-2023,08:29,Ewallet,9.4
INV000488,C,Naypyitaw,Member,Male,Home and lifestyle,36.19,3,5.4285,113.9985,23-01-2023,21:46,Ewallet,4.0
INV000489,A,Yangon,Normal,Female,Electronic accessories,86.2,2,8.62,181.02,23-01-2023,14:11,Credit card,5.8
INV000490,A,Yangon,Member,Female,Health and beauty,74.94,3,11.241,236.061,23-01-2023,23:21,Cash,9.2
INV000491,B,Mandalay,Member,Male,Health and beauty,20.41,10,10.205,214.305,23-01-2023,04:09,Ewallet,8.4
INV000492,C,Naypyitaw,Normal,Female,Food and beverages,41.61,7,14.5635,305.8335,23-01-2023,01:30,Credit card,8.9
INV000493,C,Naypyitaw,Normal,Male,Electronic accessories,59.89,4,11.978,251.538,23-01-2023,16:48,Ewallet,5.5
INV000494,B,Mandalay,Member,Male,Food and beverages,20.57,6,6.171,129.591,23-01-2023,20:20,Ewallet,7.6
INV000495,B,Mandalay,Member,Female,Home and lifestyle,57.37,7,20.0795,421.6695,23-01-2023,11:56,Cash,5.8
INV000496,B,Mandalay,Normal,Female,Fashion accessories,33.11,10,16.555,347.655,23-01-2023,11:13,Ewallet,4.3
INV000497,B,Mandalay,Member,Female,Food and beverages,64.64,1,3.232,67.872,23-01-2023,12:40,Cash,6.2
INV000498,B,Mandalay,Normal,Female,Home and lifestyle,41.22,8,16.488,346.248,23-01-2023,11:41,Credit card,6.0
INV000499,A,Yangon,Member,Male,Fashion accessories,91.25,3,13.6875,287.4375,23-01-2023,06:05,Ewallet,4.8
INV000500,C,Naypyitaw,Normal,Male,Health and beauty,34.54,8,13.816,290.136,23-01-2023,11:14,Ewallet,8.1
INV000501,A,Yangon,Member,Female,Electronic accessories,93.4,10,46.7,980.7,23-01-2023,06:29,Ewallet,7.9
INV000502,B,Mandalay,Normal,Female,Fashion accessories,16.09,7,5.6315,118.2615,23-01-2023,23:42,Cash,9.6
INV000503,C,Naypyitaw,Member,Male,Sports and travel,59.01,10,29.505,619.605,23-01-2023,07:11,Ewallet,5.9
INV000504,C,Naypyitaw,Normal,Female,Health and beauty,49.53,4,9.906,208.026,23-01-2023,19:24,Cash,7.2
INV000505,A,Yangon,Member,Female,Sports and travel,59.51,4,11.902,249.942,23-01-2023,07:08,Ewallet,7.1
INV000506,B,Mandalay,Member,Female,Home and lifestyle,33.35,7,11.6725,245.1225,23-01-2023,16:01,Credit card,9.6
INV000507,B,Mandalay,Normal,Male,Home and lifestyle,18.13,6,5.439,114.219,24-01-2023,10:57,Ewallet,8.7
INV000508,C,Naypyitaw,Member,Female,Food and beverages,68.57,6,20.571,431.991,24-01-2023,08:13,Ewallet,8.6
INV000509,C,Naypyitaw,Member,Male,Electronic accessories,55.75,5,13.9375,292.6875,24-01-2023,20:25,Cash,6.0
INV000510,A,Yangon,Member,Male,Home and lifestyle,97.07,4,19.414,407.694,24-01-2023,15:58,Cash,8.4
INV000511,C,Naypyitaw,Normal,Female,Home and lifestyle,94.26,4,18.852,395.892,24-01-2023,02:29,Credit card,5.6
INV000512,B,Mandalay,Member,Female,Sports and travel,68.7,1,3.435,72.135,24-01-2023,01:52,Ewallet,5.2
INV000513,A,Yangon,Normal,Male,Sports and travel,58.63,9,26.3835,554.0535,24-01-2023,15:23,Ewallet,7.4
INV000514,C,Naypyitaw,Normal,Female,Health and beauty,71.45,7,25.0075,525.1575,24-01-2023,10:38,Ewallet,8.0
INV000515,C,Naypyitaw,Member,Male,Home and lifestyle,12.11,5,3.0275,63.5775,24-01-2023,20:37,Credit card,4.8
INV000516,A,Yangon,Normal,Female,Health and beauty,47.35,6,14.205,298.305,24-01-2023,16:58,Ewallet,7.4
INV000517,C,Naypyitaw,Member,Female,Fashion accessories,79.56,10,39.78,835.38,24-01-2023,01:15,Cash,7.4
INV000518,A,Yangon,Member,Male,Home and lifestyle,60.38,8,24.152,507.192,24-01-2023,21:26,Ewallet,7.1
INV000519,A,Yangon,Member,Male,Fashion accessories,24.54,1,1.227,25.767,24-01-2023,06:15,Ewallet,4.5
INV000520,A,Yangon,Member,Female,Food and beverages,65.75,5,16.4375,345.1875,24-01-2023,15:25,Ewallet,6.0
INV000521,C,Naypyitaw,Normal,Male,Food and beverages,74.75,4,14.95,313.95,24-01-2023,07:40,Cash,8.8
INV000522,B,Mandalay,Member,Female,Health and beauty,33.87,4,6.774,142.254,24-01-2023,15:17,Ewallet,5.0
INV000523,B,Mandalay,Normal,Male,Electronic accessories,27.22,6,8.166,171.486,24-01-2023,03:40,Ewallet,6.0
INV000524,A,Yangon,Member,Male,Home and lifestyle,67.68,4,13.536,284.256,24-01-2023,03:58,Credit card,4.8
INV000525,C,Naypyitaw,Member,Male,Sports and travel,68.42,5,17.105,359.205,24-01-2023,04:37,Cash,5.6
INV000526,A,Yangon,Normal,Female,Sports and travel,96.98,3,14.547,305.487,24-01-2023,07:20,Cash,7.8
INV000527,B,Mandalay,Normal,Male,Sports and travel,49.73,2,4.973,104.433,24-01-2023,05:15,Cash,7.0
INV000528,C,Naypyitaw,Member,Male,Home and lifestyle,34.83,7,12.1905,256.0005,24-01-2023,05:40,Credit card,4.1
INV000529,B,Mandalay,Member,Male,Home and lifestyle,98.28,1,4.914,103.194,25-01-2023,09:18,Ewallet,8.6
INV000530,A,Yangon,Normal,Female,Home and lifestyle,21.21,8,8.484,178.164,25-01-2023,13:37,Cash,9.1
INV000531,A,Yangon,Normal,Male,Fashion accessories,63.68,2,6.368,133.728,25-01-2023,22:19,Ewallet,6.3
INV000532,A,Yangon,Member,Female,Sports and travel,93.93,1,4.6965,98.6265,25-01-2023,14:04,Cash,7.9
INV000533,A,Yangon,Normal,Male,Fashion accessories,20.86,2,2.086,43.806,25-01-2023,06:02,Ewallet,10.0
INV000534,A,Yangon,Normal,Female,Health and beauty,51.41,9,23.1345,485.8245,25-01-2023,08:41,Ewallet,5.6
INV000535,A,Yangon,Normal,Male,Home and lifestyle,58.78,8,23.512,493.752,25-01-2023,15:22,Cash,8.8
INV000536,C,Naypyitaw,Normal,Male,Sports and travel,24.77,7,8.6695,182.0595,25-01-2023,04:39,Cash,7.3
INV000537,B,Mandalay,Member,Female,Electronic accessories,46.19,8,18.476,387.996,25-01-2023,00:35,Credit card,8.4
INV000538,B,Mandalay,Normal,Female,Health and beauty,37.4,4,7.48,157.08,25-01-2023,02:27,Credit card,5.8
INV000539,A,Yangon,Member,Male,Food and beverages,68.9,8,27.56,578.76,25-01-2023,11:49,Cash,9.4
INV000540,B,Mandalay,Member,Female,Sports and travel,92.26,6,27.678,581.238,25-01-2023,08:14,Cash,5.9
INV000541,B,Mandalay,Normal,Female,Home and lifestyle,36.59,1,1.8295,38.4195,25-01-2023,21:08,Credit card,6.1
INV000542,A,Yangon,Member,Male,Food and beverages,95.23,3,14.2845,299.9745,25-01-2023,20:24,Cash,8.9
INV000543,C,Naypyitaw,Normal,Male,Sports and travel,30.09,8,12.036,252.756,25-01-2023,21:10,Cash,4.8
INV000544,A,Yangon,Normal,Female,Home and lifestyle,57.34,10,28.67,602.07,25-01-2023,08:47,Credit card,7.5
INV000545,B,Mandalay,Member,Male,Health and beauty,45.84,4,9.168,192.528,25-01-2023,22:29,Cash,8.2
INV000546,C,Naypyitaw,Normal,Male,Home and lifestyle,20.64,4,4.128,86.688,25-01-2023,04:35,Credit card,9.2
INV000547,C,Naypyitaw,Normal,Male,Home and lifestyle,26.61,9,11.9745,251.4645,25-01-2023,18:29,Ewallet,7.0
INV000548,B,Mandalay,Member,Female,Sports and travel,59.04,10,29.52,619.92,25-01-2023,10:26,Cash,7.5
INV000549,C,Naypyitaw,Member,Male,Home and lifestyle,62.12,7,21.742,456.582,25-01-2023,11:05,Ewallet,9.6
INV000550,C,Naypyitaw,Member,Female,Fashion accessories,63.27,1,3.1635,66.4335,25-01-2023,20:43,Credit card,8.9
INV000551,C,Naypyitaw,Normal,Female,Home and lifestyle,90.79,4,18.158,381.318,26-01-2023,10:51,Ewallet,9.5
INV000552,A,Yangon,Member,Male,Food and beverages,78.22,6,23.466,492.786,26-01-2023,01:55,Cash,6.4
INV000553,B,Mandalay,Member,Male,Sports and travel,93.19,7,32.6165,684.9465,26-01-2023,07:08,Ewallet,7.5
INV000554,B,Mandalay,Member,Female,Food and beverages,40.2,4,8.04,168.84,26-01-2023,13:01,Ewallet,7.9
INV000555,B,Mandalay,Member,Female,Sports and travel,45.66,8,18.264,383.544,26-01-2023,20:40,Cash,6.3
INV000556,C,Naypyitaw,Member,Female,Electronic accessories,15.47,7,5.4145,113.7045,26-01-2023,03:36,Credit card,7.9
INV000557,B,Mandalay,Member,Female,Health and beauty,63.56,2,6.356,133.476,26-01-2023,12:21,Credit card,5.8
INV000558,A,Yangon,Normal,Female,Health and beauty,65.18,6,19.554,410.634,26-01-2023,12:09,Ewallet,4.3
INV000559,C,Naypyitaw,Member,Female,Food and beverages,32.63,4,6.526,137.046,26-01-2023,12:35,Ewallet,7.4
INV000560,B,Mandalay,Member,Female,Food and beverages,22.77,4,4.554,95.634,26-01-2023,07:00,Ewallet,9.6
INV000561,B,Mandalay,Normal,Female,Fashion accessories,17.14,2,1.714,35.994,26-01-2023,01:47,Credit card,6.2
INV000562,A,Yangon,Member,Male,Health and beauty,38.76,10,19.38,406.98,26-01-2023,09:58,Ewallet,6.4
INV000563,C,Naypyitaw,Normal,Male,Food and beverages,47.62,5,11.905,250.005,26-01-2023,00:32,Ewallet,8.7
INV000564,C,Naypyitaw,Member,Female,Food and beverages,11.15,1,0.5575,11.7075,26-01-2023,12:26,Ewallet,6.6
INV000565,C,Naypyitaw,Member,Female,Electronic accessories,63.35,2,6.335,133.035,26-01-2023,07:01,Ewallet,6.7
INV000566,A,Yangon,Normal,Female,Home and lifestyle,62.33,1,3.1165,65.4465,26-01-2023,18:41,Credit card,7.3
INV000567,B,Mandalay,Normal,Male,Health and beauty,11.3,7,3.955,83.055,26-01-2023,23:55,Cash,4.1
INV000568,C,Naypyitaw,Member,Female,Food and beverages,63.79,10,31.895,669.795,26-01-2023,17:56,Cash,5.4
INV000569,C,Naypyitaw,Member,Male,Home and lifestyle,24.54,3,3.681,77.301,26-01-2023,12:57,Ewallet,6.3
INV000570,A,Yangon,Member,Male,Food and beverages,53.01,8,21.204,445.284,26-01-2023,08:39,Credit card,4.9
INV000571,C,Naypyitaw,Member,Male,Food and beverages,98.52,9,44.334,931.014,26-01-2023,05:33,Credit card,4.3
INV000572,A,Yangon,Member,Male,Fashion accessories,58.17,5,14.5425,305.3925,26-01-2023,00:00,Ewallet,7.5
INV000573,C,Naypyitaw,Member,Female,Sports and travel,97.58,10,48.79,1024.59,27-01-2023,23:11,Cash,5.0
INV000574,A,Yangon,Normal,Male,Home and lifestyle,14.18,2,1.418,29.778,27-01-2023,22:18,Ewallet,8.0
INV000575,C,Naypyitaw,Member,Male,Health and beauty,46.97,4,9.394,197.274,27-01-2023,12:11,Ewallet,5.1
INV000576,A,Yangon,Normal,Female,Fashion accessories,74.85,7,26.1975,550.1475,27-01-2023,10:05,Cash,5.0
INV000577,A,Yangon,Normal,Female,Electronic accessories,62.31,2,6.231,130.851,27-01-2023,02:54,Credit card,4.4
INV000578,A,Yangon,Member,Male,Home and lifestyle,98.33,5,24.5825,516.2325,27-01-2023,08:57,Credit card,9.0
INV000579,A,Yangon,Member,Male,Home and lifestyle,97.06,7,33.971,713.391,27-01-2023,21:38,Ewallet,8.4
INV000580,C,Naypyitaw,Normal,Male,Sports and travel,81.57,1,4.0785,85.6485,27-01-2023,17:40,Cash,4.8
INV000581,C,Naypyitaw,Normal,Male,Fashion accessories,56.25,6,16.875,354.375,27-01-2023,11:01,Ewallet,8.1
INV000582,C,Naypyitaw,Member,Female,Fashion accessories,88.28,8,35.312,741.552,27-01-2023,01:24,Credit card,5.2
INV000583,C,Naypyitaw,Normal,Male,Home and lifestyle,47.24,2,4.724,99.204,27-01-2023,20:48,Cash,5.2
INV000584,A,Yangon,Member,Female,Home and lifestyle,83.65,3,12.5475,263.4975,27-01-2023,11:21,Cash,4.3
INV000585,B,Mandalay,Member,Male,Food and beverages,46.7,5,11.675,245.175,27-01-2023,18:33,Cash,4.8
INV000586,C,Naypyitaw,Member,Female,Food and beverages,15.42,9,6.939,145.719,27-01-2023,00:57,Ewallet,7.0
INV000587,A,Yangon,Normal,Male,Home and lifestyle,62.05,8,24.82,521.22,27-01-2023,12:50,Ewallet,6.8
INV000588,A,Yangon,Normal,Male,Sports and travel,46.26,3,6.939,145.719,27-01-2023,11:41,Cash,5.7
INV000589,C,Naypyitaw,Member,Female,Health and beauty,38.13,3,5.7195,120.1095,27-01-2023,12:02,Cash,5.8
INV000590,A,Yangon,Member,Male,Electronic accessories,26.12,8,10.448,219.408,27-01-2023,23:45,Ewallet,7.3
INV000591,C,Naypyitaw,Member,Female,Health and beauty,17.26,7,6.041,126.861,27-01-2023,04:46,Ewallet,7.1
INV000592,A,Yangon,Member,Female,Food and beverages,82.26,4,16.452,345.492,27-01-2023,03:10,Credit card,5.9
INV000593,A,Yangon,Member,Male,Home and lifestyle,59.61,5,14.9025,312.9525,27-01-2023,04:06,Cash,8.8
INV000594,B,Mandalay,Normal,Female,Electronic accessories,75.5,9,33.975,713.475,27-01-2023,17:11,Cash,5.9
INV000595,A,Yangon,Member,Male,Home and lifestyle,90.39,10,45.195,949.095,28-01-2023,19:47,Cash,8.0
INV000596,A,Yangon,Normal,Female,Electronic accessories,70.56,7,24.696,518.616,28-01-2023,19:34,Cash,6.2
INV000597,B,Mandalay,Member,Male,Electronic accessories,39.24,7,13.734,288.414,28-01-2023,03:28,Ewallet,9.8
INV000598,C,Naypyitaw,Normal,Male,Fashion accessories,42.66,3,6.399,134.379,28-01-2023,09:53,Ewallet,5.9
INV000599,C,Naypyitaw,Member,Female,Home and lifestyle,56.58,8,22.632,475.272,28-01-2023,23:04,Cash,8.5
INV000600,B,Mandalay,Normal,Male,Home and lifestyle,95.11,7,33.2885,699.0585,28-01-2023,07:46,Credit card,9.4
INV000601,A,Yangon,Normal,Female,Sports and travel,63.4,3,9.51,199.71,28-01-2023,21:36,Ewallet,9.2
INV000602,B,Mandalay,Normal,Male,Fashion accessories,71.44,7,25.004,525.084,28-01-2023,02:13,Cash,6.0
INV000603,C,Naypyitaw,Normal,Female,Home and lifestyle,37.24,3,5.586,117.306,28-01-2023,18:18,Credit card,4.8
INV000604,B,Mandalay,Member,Female,Fashion accessories,93.98,3,14.097,296.037,28-01-2023,18:55,Ewallet,9.2
INV000605,A,Yangon,Normal,Male,Fashion accessories,32.46,3,4.869,102.249,28-01-2023,03:56,Ewallet,8.3
INV000606,C,Naypyitaw,Normal,Female,Health and beauty,83.03,10,41.515,871.815,28-01-2023,11:29,Cash,7.5
INV000607,A,Yangon,Member,Female,Food and beverages,97.33,3,14.5995,306.5895,28-01-2023,06:11,Credit card,6.4
INV000608,C,Naypyitaw,Normal,Male,Health and beauty,37.08,4,7.416,155.736,28-01-2023,11:02,Cash,5.8
INV000609,A,Yangon,Member,Male,Electronic accessories,66.19,8,26.476,555.996,28-01-2023,06:26,Cash,9.2
INV000610,A,Yangon,Normal,Male,Fashion accessories,91.12,1,4.556,95.676,28-01-2023,09:05,Cash,6.1
INV000611,C,Naypyitaw,Normal,Female,Food and beverages,12.96,9,5.832,122.472,28-01-2023,09:09,Ewallet,6.4
INV000612,C,Naypyitaw,Member,Male,Fashion accessories,46.95,5,11.7375,246.4875,28-01-2023,12:36,Credit card,9.4
INV000613,B,Mandalay,Normal,Male,Health and beauty,34.64,7,12.124,254.604,28-01-2023,02:09,Credit card,8.0
INV000614,B,Mandalay,Member,Male,Food and beverages,33.1,3,4.965,104.265,28-01-2023,19:48,Ewallet,6.5
INV000615,A,Yangon,Member,Female,Fashion accessories,85.11,6,25.533,536.193,28-01-2023,11:13,Ewallet,4.7
INV000616,A,Yangon,Normal,Male,Health and beauty,72.8,4,14.56,305.76,28-01-2023,21:23,Ewallet,4.4
INV000617,B,Mandalay,Normal,Female,Health and beauty,76.69,6,23.007,483.147,29-01-2023,05:17,Ewallet,4.3
INV000618,A,Yangon,Member,Male,Electronic accessories,50.25,1,2.5125,52.7625,29-01-2023,03:48,Cash,8.9
INV000619,B,Mandalay,Normal,Female,Home and lifestyle,12.82,2,1.282,26.922,29-01-2023,13:45,Ewallet,8.8
INV000620,A,Yangon,Normal,Female,Fashion accessories,79.64,4,15.928,334.488,29-01-2023,08:13,Cash,9.2
INV000621,A,Yangon,Normal,Male,Home and lifestyle,39.0,10,19.5,409.5,29-01-2023,11:30,Ewallet,9.4
INV000622,A,Yangon,Normal,Female,Health and beauty,22.19,7,7.7665,163.0965,29-01-2023,01:22,Cash,4.4
INV000623,A,Yangon,Member,Male,Fashion accessories,97.0,3,14.55,305.55,29-01-2023,07:04,Cash,9.0
INV000624,A,Yangon,Normal,Female,Health and beauty,38.0,7,13.3,279.3,29-01-2023,16:24,Credit card,9.5
INV000625,B,Mandalay,Member,Male,Sports and travel,11.85,2,1.185,24.885,29-01-2023,14:56,Credit card,7.3
INV000626,A,Yangon,Normal,Male,Food and beverages,86.51,6,25.953,545.013,29-01-2023,08:57,Cash,8.6
INV000627,B,Mandalay,Normal,Male,Home and lifestyle,89.05,5,22.2625,467.5125,29-01-2023,22:30,Cash,9.3
INV000628,B,Mandalay,Normal,Female,Home and lifestyle,72.38,2,7.238,151.998,29-01-2023,02:04,Cash,9.0
INV000629,C,Naypyitaw,Member,Male,Fashion accessories,20.52,10,10.26,215.46,29-01-2023,20:21,Credit card,5.3
INV000630,A,Yangon,Normal,Male,Sports and travel,96.3,1,4.815,101.115,29-01-2023,16:14,Cash,9.1
INV000631,A,Yangon,Normal,Female,Electronic accessories,19.67,7,6.8845,144.5745,29-01-2023,13:25,Cash,8.7
INV000632,C,Naypyitaw,Normal,Male,Food and beverages,23.0,9,10.35,217.35,29-01-2023,11:20,Credit card,9.3
INV000633,C,Naypyitaw,Normal,Male,Health and beauty,39.8,4,7.96,167.16,29-01-2023,08:37,Ewallet,4.9
INV000634,C,Naypyitaw,Normal,Female,Sports and travel,21.77,10,10.885,228.585,29-01-2023,20:14,Cash,7.4
INV000635,B,Mandalay,Normal,Female,Fashion accessories,83.34,1,4.167,87.507,29-01-2023,03:06,Credit card,5.1
INV000636,A,Yangon,Normal,Male,Health and beauty,70.86,6,21.258,446.418,29-01-2023,07:26,Cash,9.1
INV000637,B,Mandalay,Member,Male,Fashion accessories,27.99,8,11.196,235.116,29-01-2023,06:05,Ewallet,4.5
INV000638,B,Mandalay,Member,Male,Sports and travel,20.97,9,9.4365,198.1665,29-01-2023,13:55,Credit card,5.0
INV000639,B,Mandalay,Member,Male,Food and beverages,58.65,7,20.5275,431.0775,30-01-2023,15:24,Cash,7.2
INV000640,A,Yangon,Member,Male,Food and beverages,39.18,9,17.631,370.251,30-01-2023,17:17,Credit card,6.0
INV000641,B,Mandalay,Normal,Female,Home and lifestyle,14.85,5,3.7125,77.9625,30-01-2023,04:06,Credit card,9.5
INV000642,C,Naypyitaw,Member,Female,Health and beauty,49.59,5,12.3975,260.3475,30-01-2023,19:14,Ewallet,9.5
INV000643,C,Naypyitaw,Normal,Male,Home and lifestyle,48.6,7,17.01,357.21,30-01-2023,11:05,Cash,8.8
INV000644,B,Mandalay,Normal,Female,Sports and travel,81.65,6,24.495,514.395,30-01-2023,19:12,Ewallet,6.4
INV000645,B,Mandalay,Member,Male,Sports and travel,65.11,4,13.022,273.462,30-01-2023,22:39,Cash,5.3
INV000646,A,Yangon,Normal,Male,Electronic accessories,12.39,4,2.478,52.038,30-01-2023,16:02,Credit card,8.3
INV000647,B,Mandalay,Member,Female,Health and beauty,89.92,1,4.496,94.416,30-01-2023,13:00,Cash,8.1
INV000648,C,Naypyitaw,Normal,Female,Sports and travel,14.79,10,7.395,155.295,30-01-2023,01:26,Ewallet,8.0
INV000649,B,Mandalay,Normal,Female,Sports and travel,74.8,3,11.22,235.62,30-01-2023,20:06,Credit card,8.6
INV000650,B,Mandalay,Normal,Female,Sports and travel,67.71,6,20.313,426.573,30-01-2023,20:15,Ewallet,4.6
INV000651,B,Mandalay,Normal,Male,Home and lifestyle,27.06,3,4.059,85.239,30-01-2023,01:23,Credit card,4.5
INV000652,B,Mandalay,Normal,Male,Home and lifestyle,24.73,7,8.6555,181.7655,30-01-2023,21:56,Ewallet,4.8
INV000653,A,Yangon,Normal,Female,Food and beverages,84.45,6,25.335,532.035,30-01-2023,07:51,Credit card,5.8
INV000654,A,Yangon,Normal,Female,Sports and travel,18.25,2,1.825,38.325,30-01-2023,19:52,Credit card,4.6
INV000655,B,Mandalay,Normal,Male,Sports and travel,15.1,10,7.55,158.55,30-01-2023,23:40,Credit card,8.3
INV000656,B,Mandalay,Normal,Male,Electronic accessories,20.81,10,10.405,218.505,30-01-2023,14:25,Ewallet,6.0
INV000657,C,Naypyitaw,Member,Female,Health and beauty,46.3,10,23.15,486.15,30-01-2023,10:35,Cash,5.2
INV000658,B,Mandalay,Member,Male,Electronic accessories,48.83,6,14.649,307.629,30-01-2023,16:20,Credit card,4.8
INV000659,A,Yangon,Normal,Male,Health and beauty,39.18,6,11.754,246.834,30-01-2023,21:57,Ewallet,6.8
INV000660,A,Yangon,Normal,Female,Fashion accessories,59.2,2,5.92,124.32,30-01-2023,21:57,Cash,4.5
INV000661,B,Mandalay,Normal,Male,Health and beauty,31.06,8,12.424,260.904,31-01-2023,13:20,Cash,4.4
INV000662,A,Yangon,Normal,Female,Electronic accessories,27.35,9,12.3075,258.4575,31-01-2023,20:03,Cash,9.9
INV000663,C,Naypyitaw,Normal,Male,Sports and travel,47.82,7,16.737,351.477,31-01-2023,07:56,Credit card,7.3
INV000664,B,Mandalay,Member,Male,Health and beauty,45.0,4,9.0,189.0,31-01-2023,07:14,Cash,7.4
INV000665,A,Yangon,Member,Male,Fashion accessories,42.65,10,21.325,447.825,31-01-2023,05:42,Credit card,9.8
INV000666,B,Mandalay,Normal,Male,Food and beverages,72.38,4,14.476,303.996,31-01-2023,17:45,Cash,6.7
INV000667,C,Naypyitaw,Normal,Female,Health and beauty,18.51,2,1.851,38.871,31-01-2023,16:56,Cash,9.5
INV000668,C,Naypyitaw,Normal,Male,Home and lifestyle,40.55,10,20.275,425.775,31-01-2023,10:15,Cash,7.1
INV000669,A,Yangon,Member,Female,Electronic accessories,43.55,6,13.065,274.365,31-01-2023,16:11,Ewallet,8.1
INV000670,B,Mandalay,Normal,Female,Fashion accessories,78.2,5,19.55,410.55,31-01-2023,23:40,Cash,9.4
INV000671,C,Naypyitaw,Member,Female,Electronic accessories,52.39,7,18.3365,385.0665,31-01-2023,17:43,Cash,5.8
INV000672,C,Naypyitaw,Member,Female,Health and beauty,28.6,10,14.3,300.3,31-01-2023,15:56,Ewallet,6.0
INV000673,C,Naypyitaw,Member,Male,Food and beverages,21.6,4,4.32,90.72,31-01-2023,10:15,Cash,4.1
INV000674,A,Yangon,Member,Male,Health and beauty,17.72,5,4.43,93.03,31-01-2023,15:49,Cash,7.7
INV000675,A,Yangon,Normal,Female,Food and beverages,49.63,10,24.815,521.115,31-01-2023,09:49,Ewallet,6.6
