Date,State,NewCases,Recoveries,Deaths,HospitalBedsOccupied,ICUBedsOccupied,AgeGroup_HighestImpact,VaccinationDosesAdministered,PositivityRate_Pct
2021-03-22,Tamil Nadu,498,473,7,199,49,18-45,212000,9.96
2021-03-23,Karnataka,434,412,6,173,43,0-17,212500,8.68
2021-03-23,Delhi,380,361,5,152,38,65+,213000,7.6
2021-03-23,Tamil Nadu,593,563,8,237,59,0-17,213500,11.86
2021-03-23,Karnataka,484,459,7,193,48,46-65,214000,9.68
2021-03-23,Maharashtra,472,448,7,188,47,65+,214500,9.44
2021-03-24,Karnataka,653,620,9,261,65,65+,215000,13.06
2021-03-24,Karnataka,324,307,4,129,32,0-17,215500,6.48
2021-03-24,Maharashtra,438,416,6,175,43,65+,216000,8.76
2021-03-24,Maharashtra,584,554,8,233,58,18-45,216500,11.68
2021-03-24,Tamil Nadu,577,548,8,230,57,65+,217000,11.54
2021-03-25,Delhi,554,526,8,221,55,65+,217500,11.08
2021-03-25,Kerala,591,561,8,236,59,0-17,218000,11.82
2021-03-25,Karnataka,695,660,10,278,69,0-17,218500,13.9
2021-03-25,Maharashtra,436,414,6,174,43,65+,219000,8.72
2021-03-25,Delhi,471,447,7,188,47,65+,219500,9.42
2021-03-26,Kerala,561,532,8,224,56,46-65,220000,11.22
2021-03-26,Kerala,483,458,7,193,48,46-65,220500,9.66
2021-03-26,Delhi,510,484,7,204,51,18-45,221000,10.2
2021-03-26,Tamil Nadu,544,516,8,217,54,0-17,221500,10.88
2021-03-26,Tamil Nadu,603,572,9,241,60,0-17,222000,12.06
2021-03-27,Delhi,512,486,7,204,51,46-65,222500,10.24
2021-03-27,Karnataka,634,602,9,253,63,65+,223000,12.68
2021-03-27,Maharashtra,283,268,4,113,28,46-65,223500,5.66
2021-03-27,Tamil Nadu,405,384,6,162,40,46-65,224000,8.1
2021-03-27,Kerala,523,496,7,209,52,46-65,224500,10.46
2021-03-28,Karnataka,463,439,6,185,46,65+,225000,9.26
2021-03-28,Tamil Nadu,521,494,7,208,52,0-17,225500,10.42
2021-03-28,Maharashtra,357,339,5,142,35,65+,226000,7.14
2021-03-28,Maharashtra,660,627,9,264,66,65+,226500,13.2
2021-03-28,Kerala,516,490,7,206,51,46-65,227000,10.32
2021-03-29,Karnataka,582,552,8,232,58,18-45,227500,11.64
2021-03-29,Tamil Nadu,595,565,8,238,59,46-65,228000,11.9
2021-03-29,Tamil Nadu,753,715,11,301,75,18-45,228500,15.06
2021-03-29,Tamil Nadu,856,813,12,342,85,0-17,229000,17.12
2021-03-29,Kerala,1071,1017,16,428,107,18-45,229500,21.42
2021-03-30,Tamil Nadu,671,637,10,268,67,65+,230000,13.42
2021-03-30,Kerala,481,456,7,192,48,65+,230500,9.62
2021-03-30,Delhi,376,357,5,150,37,65+,231000,7.52
2021-03-30,Karnataka,448,425,6,179,44,46-65,231500,8.96
2021-03-30,Delhi,436,414,6,174,43,46-65,232000,8.72
2021-03-31,Maharashtra,601,570,9,240,60,65+,232500,12.02
2021-03-31,Delhi,221,209,3,88,22,65+,233000,4.42
2021-03-31,Kerala,472,448,7,188,47,18-45,233500,9.44
2021-03-31,Delhi,145,137,2,58,14,0-17,234000,2.9
2021-03-31,Kerala,636,604,9,254,63,0-17,234500,12.72
2021-04-01,Kerala,278,264,4,111,27,46-65,235000,5.56
2021-04-01,Delhi,391,371,5,156,39,46-65,235500,7.82
2021-04-01,Delhi,426,404,6,170,42,0-17,236000,8.52
2021-04-01,Tamil Nadu,687,652,10,274,68,18-45,236500,13.74
2021-04-01,Delhi,391,371,5,156,39,0-17,237000,7.82
2021-04-02,Tamil Nadu,529,502,7,211,52,46-65,237500,10.58
2021-04-02,Delhi,555,527,8,222,55,65+,238000,11.1
2021-04-02,Tamil Nadu,270,256,4,108,27,46-65,238500,5.4
2021-04-02,Karnataka,642,609,9,256,64,46-65,239000,12.84
2021-04-02,Maharashtra,520,494,7,208,52,65+,239500,10.4
2021-04-03,Kerala,562,533,8,224,56,18-45,240000,11.24
2021-04-03,Delhi,560,532,8,224,56,18-45,240500,11.2
2021-04-03,Maharashtra,435,413,6,174,43,65+,241000,8.7
2021-04-03,Kerala,393,373,5,157,39,46-65,241500,7.86
2021-04-03,Kerala,457,434,6,182,45,0-17,242000,9.14
2021-04-04,Delhi,637,605,9,254,63,18-45,242500,12.74
2021-04-04,Karnataka,287,272,4,114,28,18-45,243000,5.74
2021-04-04,Tamil Nadu,244,231,3,97,24,0-17,243500,4.88
2021-04-04,Tamil Nadu,716,680,10,286,71,0-17,244000,14.32
2021-04-04,Kerala,539,512,8,215,53,46-65,244500,10.78
2021-04-05,Tamil Nadu,423,401,6,169,42,65+,245000,8.46
2021-04-05,Delhi,304,288,4,121,30,0-17,245500,6.08
2021-04-05,Tamil Nadu,304,288,4,121,30,18-45,246000,6.08
2021-04-05,Karnataka,613,582,9,245,61,0-17,246500,12.26
2021-04-05,Delhi,375,356,5,150,37,65+,247000,7.5
2021-04-06,Kerala,409,388,6,163,40,46-65,247500,8.18
2021-04-06,Maharashtra,241,228,3,96,24,46-65,248000,4.82
2021-04-06,Kerala,425,403,6,170,42,65+,248500,8.5
2021-04-06,Delhi,405,384,6,162,40,46-65,249000,8.1
2021-04-06,Delhi,884,839,13,353,88,65+,249500,17.68
2021-04-07,Tamil Nadu,629,597,9,251,62,0-17,250000,12.58
2021-04-07,Tamil Nadu,394,374,5,157,39,18-45,250500,7.88
2021-04-07,Tamil Nadu,360,342,5,144,36,65+,251000,7.2
2021-04-07,Maharashtra,312,296,4,124,31,18-45,251500,6.24
2021-04-07,Karnataka,284,269,4,113,28,0-17,252000,5.68
2021-04-08,Maharashtra,410,389,6,164,41,18-45,252500,8.2
2021-04-08,Delhi,480,456,7,192,48,65+,253000,9.6
2021-04-08,Kerala,374,355,5,149,37,18-45,253500,7.48
2021-04-08,Kerala,584,554,8,233,58,18-45,254000,11.68
2021-04-08,Tamil Nadu,421,399,6,168,42,65+,254500,8.42
2021-04-09,Delhi,521,494,7,208,52,46-65,255000,10.42
2021-04-09,Karnataka,558,530,8,223,55,18-45,255500,11.16
2021-04-09,Delhi,609,578,9,243,60,0-17,256000,12.18
2021-04-09,Karnataka,552,524,8,220,55,46-65,256500,11.04
2021-04-09,Delhi,469,445,7,187,46,18-45,257000,9.38
2021-04-10,Maharashtra,490,465,7,196,49,0-17,257500,9.8
2021-04-10,Delhi,608,577,9,243,60,18-45,258000,12.16
2021-04-10,Delhi,635,603,9,254,63,18-45,258500,12.7
2021-04-10,Kerala,536,509,8,214,53,18-45,259000,10.72
2021-04-10,Tamil Nadu,512,486,7,204,51,0-17,259500,10.24
2021-04-11,Tamil Nadu,648,615,9,259,64,0-17,260000,12.96
2021-04-11,Tamil Nadu,286,271,4,114,28,0-17,260500,5.72
2021-04-11,Tamil Nadu,679,645,10,271,67,65+,261000,13.58
2021-04-11,Maharashtra,469,445,7,187,46,65+,261500,9.38
2021-04-11,Karnataka,432,410,6,172,43,0-17,262000,8.64
2021-04-12,Maharashtra,455,432,6,182,45,18-45,262500,9.1
2021-04-12,Tamil Nadu,556,528,8,222,55,65+,263000,11.12
2021-04-12,Delhi,447,424,6,178,44,46-65,263500,8.94
2021-04-12,Delhi,623,591,9,249,62,65+,264000,12.46
2021-04-12,Karnataka,560,532,8,224,56,65+,264500,11.2
2021-04-13,Tamil Nadu,472,448,7,188,47,0-17,265000,9.44
2021-04-13,Delhi,282,267,4,112,28,46-65,265500,5.64
2021-04-13,Delhi,665,631,9,266,66,18-45,266000,13.3
2021-04-13,Karnataka,582,552,8,232,58,46-65,266500,11.64
2021-04-13,Maharashtra,384,364,5,153,38,65+,267000,7.68
2021-04-14,Tamil Nadu,586,556,8,234,58,18-45,267500,11.72
2021-04-14,Karnataka,807,766,12,322,80,65+,268000,16.14
2021-04-14,Tamil Nadu,206,195,3,82,20,0-17,268500,4.12
2021-04-14,Karnataka,432,410,6,172,43,18-45,269000,8.64
2021-04-14,Maharashtra,522,495,7,208,52,0-17,269500,10.44
2021-04-15,Karnataka,403,382,6,161,40,46-65,270000,8.06
2021-04-15,Tamil Nadu,537,510,8,214,53,0-17,270500,10.74
2021-04-15,Kerala,644,611,9,257,64,18-45,271000,12.88
2021-04-15,Kerala,854,811,12,341,85,46-65,271500,17.08
2021-04-15,Karnataka,716,680,10,286,71,18-45,272000,14.32
2021-04-16,Kerala,642,609,9,256,64,46-65,272500,12.84
2021-04-16,Karnataka,420,399,6,168,42,0-17,273000,8.4
2021-04-16,Delhi,536,509,8,214,53,0-17,273500,10.72
2021-04-16,Tamil Nadu,665,631,9,266,66,65+,274000,13.3
2021-04-16,Delhi,541,513,8,216,54,46-65,274500,10.82
2021-04-17,Maharashtra,385,365,5,154,38,18-45,275000,7.7
2021-04-17,Maharashtra,422,400,6,168,42,18-45,275500,8.44
2021-04-17,Karnataka,362,343,5,144,36,46-65,276000,7.24
2021-04-17,Delhi,425,403,6,170,42,65+,276500,8.5
2021-04-17,Delhi,395,375,5,158,39,0-17,277000,7.9
2021-04-18,Delhi,710,674,10,284,71,18-45,277500,14.2
2021-04-18,Delhi,859,816,12,343,85,0-17,278000,17.18
2021-04-18,Delhi,423,401,6,169,42,65+,278500,8.46
2021-04-18,Karnataka,443,420,6,177,44,65+,279000,8.86
2021-04-18,Karnataka,596,566,8,238,59,65+,279500,11.92
2021-04-19,Delhi,326,309,4,130,32,18-45,280000,6.52
2021-04-19,Maharashtra,330,313,4,132,33,46-65,280500,6.6
2021-04-19,Kerala,520,494,7,208,52,46-65,281000,10.4
2021-04-19,Delhi,234,222,3,93,23,46-65,281500,4.68
2021-04-19,Tamil Nadu,534,507,8,213,53,65+,282000,10.68
2021-04-20,Kerala,895,850,13,358,89,65+,282500,17.9
2021-04-20,Maharashtra,419,398,6,167,41,46-65,283000,8.38
2021-04-20,Tamil Nadu,686,651,10,274,68,46-65,283500,13.72
2021-04-20,Karnataka,423,401,6,169,42,46-65,284000,8.46
2021-04-20,Tamil Nadu,540,513,8,216,54,0-17,284500,10.8
2021-04-21,Tamil Nadu,419,398,6,167,41,65+,285000,8.38
2021-04-21,Delhi,542,514,8,216,54,46-65,285500,10.84
2021-04-21,Maharashtra,362,343,5,144,36,46-65,286000,7.24
2021-04-21,Tamil Nadu,440,418,6,176,44,46-65,286500,8.8
2021-04-21,Kerala,585,555,8,234,58,18-45,287000,11.7
2021-04-22,Kerala,344,326,5,137,34,0-17,287500,6.88
2021-04-22,Karnataka,561,532,8,224,56,18-45,288000,11.22
2021-04-22,Delhi,565,536,8,226,56,65+,288500,11.3
2021-04-22,Tamil Nadu,269,255,4,107,26,0-17,289000,5.38
2021-04-22,Delhi,422,400,6,168,42,65+,289500,8.44
2021-04-23,Maharashtra,388,368,5,155,38,46-65,290000,7.76
2021-04-23,Karnataka,511,485,7,204,51,65+,290500,10.22
2021-04-23,Delhi,458,435,6,183,45,65+,291000,9.16
2021-04-23,Delhi,467,443,7,186,46,18-45,291500,9.34
2021-04-23,Delhi,423,401,6,169,42,65+,292000,8.46
2021-04-24,Karnataka,407,386,6,162,40,65+,292500,8.14
2021-04-24,Maharashtra,347,329,5,138,34,46-65,293000,6.94
2021-04-24,Maharashtra,350,332,5,140,35,46-65,293500,7.0
2021-04-24,Delhi,275,261,4,110,27,46-65,294000,5.5
2021-04-24,Tamil Nadu,689,654,10,275,68,0-17,294500,13.78
2021-04-25,Tamil Nadu,403,382,6,161,40,18-45,295000,8.06
2021-04-25,Kerala,165,156,2,66,16,65+,295500,3.3
2021-04-25,Delhi,569,540,8,227,56,46-65,296000,11.38
2021-04-25,Delhi,752,714,11,300,75,65+,296500,15.04
2021-04-25,Tamil Nadu,544,516,8,217,54,65+,297000,10.88
2021-04-26,Maharashtra,583,553,8,233,58,46-65,297500,11.66
2021-04-26,Delhi,635,603,9,254,63,18-45,298000,12.7
2021-04-26,Delhi,560,532,8,224,56,65+,298500,11.2
2021-04-26,Delhi,396,376,5,158,39,0-17,299000,7.92
2021-04-26,Tamil Nadu,775,736,11,310,77,18-45,299500,15.5
2021-04-27,Kerala,565,536,8,226,56,18-45,300000,11.3
2021-04-27,Kerala,675,641,10,270,67,18-45,300500,13.5
2021-04-27,Delhi,348,330,5,139,34,18-45,301000,6.96
2021-04-27,Karnataka,544,516,8,217,54,18-45,301500,10.88
2021-04-27,Tamil Nadu,477,453,7,190,47,65+,302000,9.54
2021-04-28,Kerala,124,117,1,49,12,18-45,302500,2.48
2021-04-28,Delhi,434,412,6,173,43,46-65,303000,8.68
2021-04-28,Karnataka,563,534,8,225,56,65+,303500,11.26
2021-04-28,Maharashtra,826,784,12,330,82,18-45,304000,16.52
2021-04-28,Karnataka,505,479,7,202,50,0-17,304500,10.1
2021-04-29,Maharashtra,330,313,4,132,33,0-17,305000,6.6
2021-04-29,Tamil Nadu,298,283,4,119,29,0-17,305500,5.96
2021-04-29,Tamil Nadu,502,476,7,200,50,65+,306000,10.04
2021-04-29,Delhi,528,501,7,211,52,65+,306500,10.56
2021-04-29,Maharashtra,660,627,9,264,66,65+,307000,13.2
2021-04-30,Kerala,640,608,9,256,64,18-45,307500,12.8
2021-04-30,Delhi,794,754,11,317,79,46-65,308000,15.88
2021-04-30,Maharashtra,318,302,4,127,31,0-17,308500,6.36
2021-04-30,Tamil Nadu,604,573,9,241,60,18-45,309000,12.08
2021-04-30,Kerala,472,448,7,188,47,18-45,309500,9.44
2021-05-01,Delhi,577,548,8,230,57,0-17,310000,11.54
2021-05-01,Karnataka,622,590,9,248,62,0-17,310500,12.44
2021-05-01,Maharashtra,366,347,5,146,36,65+,311000,7.32
2021-05-01,Maharashtra,559,531,8,223,55,0-17,311500,11.18
2021-05-01,Delhi,232,220,3,92,23,46-65,312000,4.64
2021-05-02,Kerala,538,511,8,215,53,65+,312500,10.76
2021-05-02,Tamil Nadu,358,340,5,143,35,46-65,313000,7.16
2021-05-02,Tamil Nadu,797,757,11,318,79,18-45,313500,15.94
2021-05-02,Delhi,701,665,10,280,70,65+,314000,14.02
2021-05-02,Karnataka,518,492,7,207,51,0-17,314500,10.36
2021-05-03,Delhi,523,496,7,209,52,18-45,315000,10.46
2021-05-03,Tamil Nadu,814,773,12,325,81,65+,315500,16.28
2021-05-03,Karnataka,355,337,5,142,35,65+,316000,7.1
2021-05-03,Kerala,827,785,12,330,82,65+,316500,16.54
2021-05-03,Karnataka,454,431,6,181,45,18-45,317000,9.08
2021-05-04,Tamil Nadu,878,834,13,351,87,18-45,317500,17.56
2021-05-04,Karnataka,213,202,3,85,21,46-65,318000,4.26
2021-05-04,Maharashtra,582,552,8,232,58,18-45,318500,11.64
2021-05-04,Kerala,516,490,7,206,51,0-17,319000,10.32
2021-05-04,Delhi,320,304,4,128,32,65+,319500,6.4
2021-05-05,Kerala,295,280,4,118,29,18-45,320000,5.9
2021-05-05,Delhi,436,414,6,174,43,18-45,320500,8.72
2021-05-05,Kerala,400,380,6,160,40,0-17,321000,8.0
2021-05-05,Delhi,730,693,10,292,73,0-17,321500,14.6
2021-05-05,Karnataka,194,184,2,77,19,65+,322000,3.88
2021-05-06,Maharashtra,603,572,9,241,60,18-45,322500,12.06
2021-05-06,Tamil Nadu,663,629,9,265,66,0-17,323000,13.26
2021-05-06,Delhi,534,507,8,213,53,46-65,323500,10.68
2021-05-06,Delhi,440,418,6,176,44,46-65,324000,8.8
2021-05-06,Karnataka,725,688,10,290,72,18-45,324500,14.5
2021-05-07,Maharashtra,563,534,8,225,56,46-65,325000,11.26
2021-05-07,Maharashtra,331,314,4,132,33,65+,325500,6.62
2021-05-07,Tamil Nadu,640,608,9,256,64,0-17,326000,12.8
2021-05-07,Delhi,347,329,5,138,34,0-17,326500,6.94
2021-05-07,Tamil Nadu,666,632,9,266,66,46-65,327000,13.32
2021-05-08,Kerala,500,475,7,200,50,18-45,327500,10.0
2021-05-08,Tamil Nadu,971,922,14,388,97,46-65,328000,19.42
2021-05-08,Tamil Nadu,201,190,3,80,20,46-65,328500,4.02
2021-05-08,Karnataka,367,348,5,146,36,46-65,329000,7.34
2021-05-08,Tamil Nadu,579,550,8,231,57,0-17,329500,11.58
2021-05-09,Karnataka,470,446,7,188,47,18-45,330000,9.4
2021-05-09,Tamil Nadu,497,472,7,198,49,65+,330500,9.94
2021-05-09,Karnataka,358,340,5,143,35,18-45,331000,7.16
2021-05-09,Delhi,260,247,3,104,26,18-45,331500,5.2
2021-05-09,Tamil Nadu,464,440,6,185,46,65+,332000,9.28
2021-05-10,Maharashtra,563,534,8,225,56,18-45,332500,11.26
2021-05-10,Karnataka,418,397,6,167,41,46-65,333000,8.36
2021-05-10,Delhi,183,173,2,73,18,65+,333500,3.66
2021-05-10,Kerala,557,529,8,222,55,65+,334000,11.14
2021-05-10,Delhi,578,549,8,231,57,46-65,334500,11.56
2021-05-11,Maharashtra,707,671,10,282,70,46-65,335000,14.14
2021-05-11,Karnataka,670,636,10,268,67,46-65,335500,13.4
2021-05-11,Maharashtra,499,474,7,199,49,65+,336000,9.98
2021-05-11,Karnataka,751,713,11,300,75,46-65,336500,15.02
2021-05-11,Delhi,856,813,12,342,85,0-17,337000,17.12
2021-05-12,Maharashtra,494,469,7,197,49,18-45,337500,9.88
2021-05-12,Tamil Nadu,721,684,10,288,72,46-65,338000,14.42
2021-05-12,Delhi,492,467,7,196,49,0-17,338500,9.84
2021-05-12,Maharashtra,337,320,5,134,33,18-45,339000,6.74
2021-05-12,Kerala,616,585,9,246,61,65+,339500,12.32
2021-05-13,Karnataka,358,340,5,143,35,18-45,340000,7.16
2021-05-13,Maharashtra,515,489,7,206,51,0-17,340500,10.3
2021-05-13,Karnataka,345,327,5,138,34,18-45,341000,6.9
2021-05-13,Kerala,521,494,7,208,52,0-17,341500,10.42
2021-05-13,Tamil Nadu,386,366,5,154,38,0-17,342000,7.72
2021-05-14,Delhi,541,513,8,216,54,0-17,342500,10.82
2021-05-14,Tamil Nadu,891,846,13,356,89,46-65,343000,17.82
2021-05-14,Tamil Nadu,573,544,8,229,57,65+,343500,11.46
2021-05-14,Maharashtra,359,341,5,143,35,18-45,344000,7.18
2021-05-14,Delhi,299,284,4,119,29,0-17,344500,5.98
2021-05-15,Delhi,346,328,5,138,34,46-65,345000,6.92
2021-05-15,Delhi,368,349,5,147,36,0-17,345500,7.36
2021-05-15,Maharashtra,353,335,5,141,35,0-17,346000,7.06
2021-05-15,Tamil Nadu,526,499,7,210,52,0-17,346500,10.52
2021-05-15,Delhi,495,470,7,198,49,46-65,347000,9.9
2021-05-16,Tamil Nadu,420,399,6,168,42,18-45,347500,8.4
2021-05-16,Kerala,637,605,9,254,63,0-17,348000,12.74
2021-05-16,Maharashtra,277,263,4,110,27,0-17,348500,5.54
2021-05-16,Karnataka,317,301,4,126,31,0-17,349000,6.34
2021-05-16,Maharashtra,379,360,5,151,37,65+,349500,7.58
2021-05-17,Delhi,697,662,10,278,69,65+,350000,13.94
2021-05-17,Tamil Nadu,845,802,12,338,84,65+,350500,16.9
2021-05-17,Karnataka,755,717,11,302,75,65+,351000,15.1
2021-05-17,Maharashtra,519,493,7,207,51,65+,351500,10.38
2021-05-17,Tamil Nadu,785,745,11,314,78,0-17,352000,15.7
2021-05-18,Tamil Nadu,542,514,8,216,54,65+,352500,10.84
2021-05-18,Delhi,445,422,6,178,44,46-65,353000,8.9
2021-05-18,Maharashtra,384,364,5,153,38,46-65,353500,7.68
2021-05-18,Maharashtra,627,595,9,250,62,0-17,354000,12.54
2021-05-18,Tamil Nadu,50,45,1,19,4,0-17,354500,1.0
2021-05-19,Delhi,367,348,5,146,36,46-65,355000,7.34
2021-05-19,Kerala,586,556,8,234,58,46-65,355500,11.72
2021-05-19,Kerala,383,363,5,153,38,18-45,356000,7.66
2021-05-19,Tamil Nadu,636,604,9,254,63,65+,356500,12.72
2021-05-19,Delhi,308,292,4,123,30,18-45,357000,6.16
2021-05-20,Karnataka,685,650,10,274,68,18-45,357500,13.7
2021-05-20,Delhi,451,428,6,180,45,0-17,358000,9.02
2021-05-20,Maharashtra,386,366,5,154,38,46-65,358500,7.72
2021-05-20,Maharashtra,508,482,7,203,50,65+,359000,10.16
2021-05-20,Karnataka,815,774,12,326,81,65+,359500,16.3
2021-05-21,Delhi,585,555,8,234,58,18-45,360000,11.7
2021-05-21,Karnataka,750,712,11,300,75,18-45,360500,15.0
2021-05-21,Karnataka,559,531,8,223,55,65+,361000,11.18
2021-05-21,Karnataka,693,658,10,277,69,65+,361500,13.86
2021-05-21,Karnataka,713,677,10,285,71,65+,362000,14.26
2021-05-22,Kerala,238,226,3,95,23,0-17,362500,4.76
2021-05-22,Maharashtra,500,475,7,200,50,65+,363000,10.0
2021-05-22,Maharashtra,670,636,10,268,67,18-45,363500,13.4
2021-05-22,Delhi,756,718,11,302,75,18-45,364000,15.12
2021-05-22,Delhi,564,535,8,225,56,0-17,364500,11.28
2021-05-23,Maharashtra,658,625,9,263,65,65+,365000,13.16
2021-05-23,Maharashtra,622,590,9,248,62,18-45,365500,12.44
2021-05-23,Kerala,747,709,11,298,74,18-45,366000,14.94
2021-05-23,Karnataka,466,442,6,186,46,0-17,366500,9.32
2021-05-23,Tamil Nadu,502,476,7,200,50,18-45,367000,10.04
2021-05-24,Karnataka,424,402,6,169,42,46-65,367500,8.48
2021-05-24,Delhi,454,431,6,181,45,18-45,368000,9.08
2021-05-24,Delhi,442,419,6,176,44,18-45,368500,8.84
2021-05-24,Kerala,489,464,7,195,48,65+,369000,9.78
2021-05-24,Tamil Nadu,436,414,6,174,43,0-17,369500,8.72
2021-05-25,Kerala,504,478,7,201,50,46-65,370000,10.08
2021-05-25,Tamil Nadu,315,299,4,126,31,0-17,370500,6.3
2021-05-25,Kerala,416,395,6,166,41,46-65,371000,8.32
2021-05-25,Delhi,632,600,9,252,63,18-45,371500,12.64
2021-05-25,Tamil Nadu,164,155,2,65,16,0-17,372000,3.28
2021-05-26,Maharashtra,516,490,7,206,51,65+,372500,10.32
2021-05-26,Delhi,397,377,5,158,39,18-45,373000,7.94
2021-05-26,Tamil Nadu,757,719,11,302,75,18-45,373500,15.14
2021-05-26,Karnataka,653,620,9,261,65,46-65,374000,13.06
2021-05-26,Karnataka,583,553,8,233,58,46-65,374500,11.66
2021-05-27,Delhi,611,580,9,244,61,46-65,375000,12.22
2021-05-27,Delhi,494,469,7,197,49,65+,375500,9.88
2021-05-27,Kerala,525,498,7,210,52,18-45,376000,10.5
2021-05-27,Karnataka,667,633,10,266,66,18-45,376500,13.34
2021-05-27,Karnataka,138,131,2,55,13,0-17,377000,2.76
2021-05-28,Karnataka,794,754,11,317,79,0-17,377500,15.88
2021-05-28,Kerala,582,552,8,232,58,65+,378000,11.64
2021-05-28,Maharashtra,579,550,8,231,57,46-65,378500,11.58
2021-05-28,Kerala,255,242,3,102,25,0-17,379000,5.1
2021-05-28,Maharashtra,388,368,5,155,38,65+,379500,7.76
2021-05-29,Karnataka,729,692,10,291,72,18-45,380000,14.58
2021-05-29,Delhi,711,675,10,284,71,46-65,380500,14.22
2021-05-29,Karnataka,115,109,1,46,11,46-65,381000,2.3
2021-05-29,Maharashtra,476,452,7,190,47,46-65,381500,9.52
2021-05-29,Kerala,425,403,6,170,42,18-45,382000,8.5
2021-05-30,Karnataka,412,391,6,164,41,65+,382500,8.24
2021-05-30,Maharashtra,376,357,5,150,37,46-65,383000,7.52
2021-05-30,Kerala,406,385,6,162,40,65+,383500,8.12
2021-05-30,Kerala,613,582,9,245,61,0-17,384000,12.26
2021-05-30,Karnataka,371,352,5,148,37,65+,384500,7.42
2021-05-31,Tamil Nadu,738,701,11,295,73,0-17,385000,14.76
2021-05-31,Tamil Nadu,503,477,7,201,50,65+,385500,10.06
2021-05-31,Kerala,571,542,8,228,57,65+,386000,11.42
2021-05-31,Kerala,662,628,9,264,66,0-17,386500,13.24
2021-05-31,Karnataka,159,151,2,63,15,18-45,387000,3.18
2021-06-01,Delhi,672,638,10,268,67,0-17,387500,13.44
2021-06-01,Kerala,433,411,6,173,43,46-65,388000,8.66
2021-06-01,Tamil Nadu,477,453,7,190,47,65+,388500,9.54
2021-06-01,Karnataka,764,725,11,305,76,65+,389000,15.28
2021-06-01,Delhi,518,492,7,207,51,0-17,389500,10.36
2021-06-02,Kerala,602,571,9,240,60,0-17,390000,12.04
2021-06-02,Tamil Nadu,566,537,8,226,56,0-17,390500,11.32
2021-06-02,Tamil Nadu,536,509,8,214,53,65+,391000,10.72
2021-06-02,Maharashtra,596,566,8,238,59,65+,391500,11.92
2021-06-02,Kerala,500,475,7,200,50,0-17,392000,10.0
2021-06-03,Tamil Nadu,331,314,4,132,33,0-17,392500,6.62
2021-06-03,Tamil Nadu,272,258,4,108,27,65+,393000,5.44
2021-06-03,Delhi,648,615,9,259,64,65+,393500,12.96
2021-06-03,Tamil Nadu,318,302,4,127,31,0-17,394000,6.36
2021-06-03,Kerala,531,504,7,212,53,46-65,394500,10.62
2021-06-04,Delhi,468,444,7,187,46,0-17,395000,9.36
2021-06-04,Karnataka,554,526,8,221,55,46-65,395500,11.08
2021-06-04,Maharashtra,392,372,5,156,39,65+,396000,7.84
2021-06-04,Delhi,474,450,7,189,47,65+,396500,9.48
2021-06-04,Tamil Nadu,469,445,7,187,46,65+,397000,9.38
2021-06-05,Karnataka,537,510,8,214,53,18-45,397500,10.74
2021-06-05,Kerala,465,441,6,186,46,0-17,398000,9.3
2021-06-05,Tamil Nadu,277,263,4,110,27,0-17,398500,5.54
2021-06-05,Karnataka,375,356,5,150,37,46-65,399000,7.5
2021-06-05,Delhi,430,408,6,172,43,65+,399500,8.6
2021-06-06,Karnataka,564,535,8,225,56,46-65,400000,11.28
2021-06-06,Karnataka,739,702,11,295,73,18-45,400500,14.78
2021-06-06,Karnataka,412,391,6,164,41,65+,401000,8.24
2021-06-06,Karnataka,344,326,5,137,34,65+,401500,6.88
2021-06-06,Tamil Nadu,583,553,8,233,58,18-45,402000,11.66
2021-06-07,Maharashtra,613,582,9,245,61,0-17,402500,12.26
2021-06-07,Maharashtra,594,564,8,237,59,18-45,403000,11.88
2021-06-07,Kerala,442,419,6,176,44,65+,403500,8.84
2021-06-07,Maharashtra,757,719,11,302,75,0-17,404000,15.14
2021-06-07,Tamil Nadu,406,385,6,162,40,46-65,404500,8.12
2021-06-08,Delhi,568,539,8,227,56,46-65,405000,11.36
2021-06-08,Maharashtra,556,528,8,222,55,18-45,405500,11.12
2021-06-08,Maharashtra,433,411,6,173,43,65+,406000,8.66
2021-06-08,Karnataka,568,539,8,227,56,0-17,406500,11.36
2021-06-08,Kerala,720,684,10,288,72,65+,407000,14.4
2021-06-09,Tamil Nadu,501,475,7,200,50,18-45,407500,10.02
2021-06-09,Tamil Nadu,615,584,9,246,61,46-65,408000,12.3
2021-06-09,Maharashtra,181,171,2,72,18,46-65,408500,3.62
2021-06-09,Tamil Nadu,499,474,7,199,49,65+,409000,9.98
2021-06-09,Delhi,446,423,6,178,44,18-45,409500,8.92
2021-06-10,Karnataka,319,303,4,127,31,0-17,410000,6.38
2021-06-10,Delhi,558,530,8,223,55,46-65,410500,11.16
2021-06-10,Karnataka,773,734,11,309,77,18-45,411000,15.46
2021-06-10,Karnataka,533,506,7,213,53,18-45,411500,10.66
2021-06-10,Tamil Nadu,429,407,6,171,42,46-65,412000,8.58
2021-06-11,Delhi,674,640,10,269,67,46-65,412500,13.48
2021-06-11,Karnataka,501,475,7,200,50,18-45,413000,10.02
2021-06-11,Maharashtra,561,532,8,224,56,46-65,413500,11.22
2021-06-11,Kerala,447,424,6,178,44,18-45,414000,8.94
2021-06-11,Karnataka,622,590,9,248,62,0-17,414500,12.44
2021-06-12,Karnataka,506,480,7,202,50,65+,415000,10.12
