Date,City,Temperature_C,Humidity_Pct,Rainfall_mm,WindSpeed_kmh,AirPressure_hPa,WeatherCondition,ExtremeEvent
2023-03-11,Delhi,28.9,53.7,20.6,25.3,1017.1,Rainy,None
2023-03-11,Kolkata,29.7,60.5,1.2,3.6,1010.2,Clear,None
2023-03-11,Delhi,26.4,47.1,0.4,9.7,1018.6,Clear,None
2023-03-11,Bangalore,30.1,67.0,6.4,7.0,1019.2,Clear,None
2023-03-11,Chennai,23.8,72.9,3.4,14.5,1003.4,Clear,None
2023-03-12,Bangalore,34.4,54.6,1.0,12.1,1013.1,Clear,None
2023-03-12,Mumbai,32.7,95.1,18.5,18.6,1008.7,Rainy,None
2023-03-12,Chennai,20.4,68.5,30.4,8.5,1014.6,Rainy,None
2023-03-12,Bangalore,29.3,33.5,19.5,23.2,1006.5,Rainy,None
2023-03-12,Mumbai,31.1,87.3,3.2,7.7,1007.9,Clear,None
2023-03-13,Mumbai,24.2,75.3,2.0,9.0,1020.8,Clear,None
2023-03-13,Chennai,32.0,60.6,33.4,17.7,1016.7,Rainy,None
2023-03-13,Chennai,22.1,58.9,19.6,3.0,1006.4,Rainy,None
2023-03-13,Delhi,24.7,48.0,17.2,6.0,1016.3,Rainy,None
2023-03-13,Mumbai,32.7,88.7,5.8,11.6,1009.5,Clear,None
2023-03-14,Chennai,30.5,79.8,0.4,11.7,1007.4,Clear,None
2023-03-14,Bangalore,19.5,73.1,4.6,14.4,1012.7,Clear,None
2023-03-14,Bangalore,30.3,32.3,18.5,11.2,1000.3,Rainy,None
2023-03-14,Kolkata,29.5,70.9,30.9,7.3,1006.3,Rainy,None
2023-03-14,Chennai,32.2,67.6,5.8,9.2,1018.4,Clear,None
2023-03-15,Mumbai,22.0,46.4,0.3,24.8,1005.8,Clear,None
2023-03-15,Bangalore,10.7,56.6,2.9,11.9,1003.2,Clear,None
2023-03-15,Chennai,33.6,77.4,0.5,12.1,1016.9,Clear,None
2023-03-15,Kolkata,23.8,62.4,16.6,14.8,1015.5,Rainy,None
2023-03-15,Bangalore,21.5,80.2,0.9,16.6,999.3,Clear,None
2023-03-16,Delhi,35.3,41.4,8.1,22.2,1013.6,Sunny,None
2023-03-16,Mumbai,40.4,63.4,3.0,5.5,1013.8,Sunny,Heatwave
2023-03-16,Mumbai,28.7,76.6,1.8,16.4,1017.6,Clear,None
2023-03-16,Bangalore,25.9,62.2,1.9,0.8,1017.0,Clear,None
2023-03-16,Mumbai,27.2,83.8,0.7,18.3,1013.0,Clear,None
2023-03-17,Bangalore,28.0,50.0,20.0,9.7,1016.1,Rainy,None
2023-03-17,Kolkata,26.0,82.7,2.1,9.3,996.9,Clear,None
2023-03-17,Delhi,29.6,72.6,4.0,19.9,1015.8,Clear,None
2023-03-17,Mumbai,24.9,76.0,2.8,4.2,1016.2,Clear,None
2023-03-17,Delhi,32.2,40.9,8.1,28.6,998.7,Clear,None
2023-03-18,Chennai,28.7,70.5,25.8,7.0,1013.1,Rainy,None
2023-03-18,Bangalore,17.0,86.1,19.2,17.6,1005.2,Rainy,None
2023-03-18,Mumbai,29.7,59.1,5.6,16.8,1008.4,Clear,None
2023-03-18,Chennai,28.8,88.1,7.0,4.2,1009.9,Clear,None
2023-03-18,Chennai,27.0,102.8,5.6,7.0,1012.7,Clear,None
2023-03-19,Chennai,28.4,53.2,3.9,8.5,1012.2,Clear,None
2023-03-19,Bangalore,29.9,67.9,10.7,2.5,1019.9,Rainy,None
2023-03-19,Kolkata,26.9,49.2,14.4,8.1,1010.9,Rainy,None
2023-03-19,Mumbai,22.5,53.4,4.3,12.1,1006.5,Clear,None
2023-03-19,Chennai,36.7,62.3,2.1,4.3,1019.2,Sunny,None
2023-03-20,Bangalore,42.1,64.9,1.8,8.0,1016.8,Sunny,Heatwave
2023-03-20,Chennai,23.4,67.8,31.9,15.2,1011.1,Rainy,None
2023-03-20,Chennai,18.1,64.6,0.0,12.6,1006.1,Clear,None
2023-03-20,Mumbai,26.6,48.9,18.2,15.8,1018.7,Rainy,None
2023-03-20,Mumbai,31.6,29.9,6.8,5.2,1001.7,Clear,None
2023-03-21,Delhi,31.6,86.9,5.4,13.1,1016.6,Clear,None
2023-03-21,Delhi,34.0,71.3,9.7,8.4,1011.0,Clear,None
2023-03-21,Bangalore,32.5,62.5,1.0,20.9,1009.5,Clear,None
2023-03-21,Mumbai,29.1,53.5,25.2,8.6,1000.6,Rainy,None
2023-03-21,Kolkata,18.1,64.9,3.8,12.7,1007.2,Clear,None
2023-03-22,Chennai,31.4,64.4,33.4,14.8,1017.5,Rainy,None
2023-03-22,Chennai,29.4,74.0,4.5,12.0,1011.6,Clear,None
2023-03-22,Kolkata,26.9,51.6,3.3,11.1,1007.4,Clear,None
2023-03-22,Kolkata,30.7,54.5,0.5,12.6,1020.3,Clear,None
2023-03-22,Kolkata,33.0,64.6,11.5,9.7,1010.2,Rainy,None
2023-03-23,Chennai,22.0,36.8,5.9,14.3,1007.9,Clear,None
2023-03-23,Bangalore,20.6,88.3,1.9,6.5,1009.6,Clear,None
2023-03-23,Kolkata,37.3,47.0,16.0,5.6,1017.9,Rainy,None
2023-03-23,Mumbai,26.3,49.0,0.4,19.4,1009.9,Clear,None
2023-03-23,Bangalore,30.9,80.1,8.5,18.3,1021.0,Clear,None
2023-03-24,Mumbai,25.6,42.2,24.7,12.2,1004.1,Rainy,None
2023-03-24,Chennai,36.5,82.7,28.8,9.2,1018.3,Rainy,None
2023-03-24,Mumbai,22.5,70.5,0.5,3.2,1014.3,Clear,None
2023-03-24,Mumbai,32.9,37.2,0.5,11.4,1021.1,Clear,None
2023-03-24,Delhi,16.3,71.8,9.0,29.9,1010.3,Clear,None
2023-03-25,Bangalore,25.6,80.8,0.5,5.8,1014.2,Clear,None
2023-03-25,Mumbai,27.0,58.1,22.5,7.1,1017.7,Rainy,None
2023-03-25,Delhi,31.4,86.4,49.3,14.4,1007.6,Rainy,None
2023-03-25,Mumbai,37.2,78.9,1.2,10.8,1020.9,Sunny,None
2023-03-25,Chennai,33.6,59.7,4.6,19.4,1006.1,Clear,None
2023-03-26,Kolkata,27.4,63.8,13.0,18.9,1009.6,Rainy,None
2023-03-26,Kolkata,30.1,44.5,0.1,4.3,1009.8,Clear,None
2023-03-26,Chennai,27.4,66.3,0.5,33.2,1019.7,Clear,None
2023-03-26,Kolkata,42.1,74.1,8.7,7.7,1023.5,Sunny,Heatwave
2023-03-26,Delhi,32.6,95.0,5.8,8.6,1010.2,Clear,None
2023-03-27,Mumbai,27.5,56.7,11.0,12.1,997.2,Rainy,None
2023-03-27,Bangalore,35.9,67.3,5.7,16.8,1015.3,Sunny,None
2023-03-27,Delhi,30.3,42.0,10.0,9.5,1006.9,Clear,None
2023-03-27,Kolkata,26.6,69.7,12.4,26.5,1019.7,Rainy,None
2023-03-27,Mumbai,21.2,55.6,11.1,6.5,1022.1,Rainy,None
2023-03-28,Delhi,34.2,85.5,15.3,27.0,1010.2,Rainy,None
2023-03-28,Mumbai,43.0,31.9,0.4,11.3,1016.8,Sunny,Heatwave
2023-03-28,Mumbai,29.3,63.7,11.4,7.4,1013.8,Rainy,None
2023-03-28,Chennai,12.5,81.8,14.1,8.5,1018.3,Rainy,None
2023-03-28,Delhi,42.0,70.4,6.5,7.5,1012.2,Sunny,Heatwave
2023-03-29,Mumbai,39.0,58.1,3.0,13.1,1000.2,Sunny,None
2023-03-29,Chennai,29.4,69.7,2.6,11.9,997.5,Clear,None
2023-03-29,Chennai,34.0,86.8,8.9,18.5,1003.5,Clear,None
2023-03-29,Chennai,23.3,66.0,22.1,3.9,1009.1,Rainy,None
2023-03-29,Bangalore,32.7,49.6,29.1,27.7,1015.0,Rainy,None
2023-03-30,Delhi,38.2,73.2,21.8,11.6,1013.2,Rainy,None
2023-03-30,Delhi,23.8,38.7,14.7,32.6,1011.5,Rainy,None
2023-03-30,Mumbai,26.2,68.4,15.2,25.5,1008.2,Rainy,None
2023-03-30,Chennai,23.8,58.4,1.6,14.3,998.3,Clear,None
2023-03-30,Chennai,29.2,67.7,5.6,9.1,1004.4,Clear,None
2023-03-31,Mumbai,20.6,65.7,0.8,10.0,1007.5,Clear,None
2023-03-31,Bangalore,20.9,57.5,32.8,4.7,1018.5,Rainy,None
2023-03-31,Delhi,40.0,48.9,27.4,7.2,1008.4,Rainy,None
2023-03-31,Delhi,31.3,77.4,12.5,22.5,1020.4,Rainy,None
2023-03-31,Kolkata,20.0,87.8,4.9,10.9,1004.9,Clear,None
2023-04-01,Mumbai,25.1,63.3,14.7,6.0,1018.1,Rainy,None
2023-04-01,Delhi,23.3,51.1,2.5,14.6,1007.2,Clear,None
2023-04-01,Delhi,31.5,51.1,9.5,15.2,1012.1,Clear,None
2023-04-01,Delhi,33.2,72.4,5.8,33.9,1015.2,Clear,None
2023-04-01,Kolkata,33.3,55.9,0.8,8.4,1013.6,Clear,None
2023-04-02,Delhi,16.0,73.1,4.4,14.7,1009.4,Clear,None
2023-04-02,Chennai,29.0,87.1,17.0,11.0,1012.3,Rainy,None
2023-04-02,Chennai,25.3,59.5,21.3,10.4,1022.7,Rainy,None
2023-04-02,Delhi,19.5,58.8,0.1,10.1,1011.8,Clear,None
2023-04-02,Chennai,41.4,63.0,6.4,11.3,1014.5,Sunny,Heatwave
2023-04-03,Delhi,38.8,64.5,42.0,19.1,1007.0,Rainy,None
2023-04-03,Bangalore,30.4,67.3,23.5,16.1,1019.0,Rainy,None
2023-04-03,Bangalore,34.4,29.8,2.5,3.8,1021.4,Clear,None
2023-04-03,Kolkata,30.2,103.8,27.5,10.1,1012.5,Rainy,None
2023-04-03,Delhi,26.0,84.9,10.5,13.4,1009.6,Rainy,None
2023-04-04,Delhi,24.3,63.9,8.5,8.8,1008.8,Clear,None
2023-04-04,Kolkata,22.9,64.7,17.6,8.3,1013.7,Rainy,None
2023-04-04,Delhi,26.4,73.2,22.8,22.1,1009.6,Rainy,None
2023-04-04,Chennai,17.9,72.5,17.6,12.6,1010.6,Rainy,None
2023-04-04,Mumbai,26.3,49.7,40.2,11.1,1020.1,Rainy,None
2023-04-05,Delhi,22.3,71.7,0.3,6.1,1017.5,Clear,None
2023-04-05,Mumbai,36.2,95.4,17.8,9.0,1011.4,Rainy,None
2023-04-05,Kolkata,17.7,82.9,3.4,8.5,1005.4,Clear,None
2023-04-05,Chennai,40.3,57.9,31.8,9.5,1018.6,Rainy,Heatwave
2023-04-05,Kolkata,20.4,65.8,9.7,11.6,1013.8,Clear,None
2023-04-06,Bangalore,30.7,69.1,2.4,7.7,1010.4,Clear,None
2023-04-06,Bangalore,34.0,77.5,0.7,17.9,1007.7,Clear,None
2023-04-06,Delhi,24.3,62.4,16.1,8.5,1009.6,Rainy,None
2023-04-06,Delhi,31.1,37.1,53.1,24.1,1014.5,Rainy,Torrential Downpour
2023-04-06,Chennai,39.2,48.3,8.4,15.3,1006.0,Sunny,None
2023-04-07,Mumbai,29.8,64.1,2.9,15.4,1010.9,Clear,None
2023-04-07,Kolkata,19.9,63.1,8.8,21.5,1014.7,Clear,None
2023-04-07,Chennai,33.2,71.1,8.8,11.1,1010.4,Clear,None
2023-04-07,Mumbai,31.6,68.4,10.0,10.5,1011.4,Clear,None
2023-04-07,Mumbai,19.2,66.3,18.0,4.3,1015.2,Rainy,None
2023-04-08,Mumbai,38.7,68.4,26.5,4.1,1011.3,Rainy,None
2023-04-08,Chennai,38.4,49.5,36.5,5.6,1017.0,Rainy,None
2023-04-08,Delhi,31.6,69.8,4.8,3.3,1006.5,Clear,None
2023-04-08,Delhi,19.6,87.5,18.8,26.0,1003.7,Rainy,None
2023-04-08,Delhi,23.3,75.9,10.8,4.0,1014.1,Rainy,None
2023-04-09,Chennai,25.8,72.1,19.9,15.6,1008.6,Rainy,None
2023-04-09,Kolkata,26.9,72.3,2.3,20.0,995.7,Clear,None
2023-04-09,Kolkata,20.3,56.9,16.3,26.5,1003.7,Rainy,None
2023-04-09,Chennai,30.1,58.7,6.7,17.9,1011.2,Clear,None
2023-04-09,Chennai,33.5,64.3,19.4,20.0,1017.0,Rainy,None
2023-04-10,Mumbai,30.3,48.6,27.3,6.0,1017.4,Rainy,None
2023-04-10,Mumbai,26.3,77.6,2.4,10.9,1015.1,Clear,None
2023-04-10,Kolkata,36.9,28.2,3.7,21.8,1010.6,Sunny,None
2023-04-10,Delhi,27.7,87.2,0.1,20.4,1014.2,Clear,None
2023-04-10,Kolkata,22.0,82.8,1.6,15.3,1008.8,Clear,None
2023-04-11,Bangalore,28.3,51.0,10.7,10.8,1017.5,Rainy,None
2023-04-11,Mumbai,34.3,65.5,14.1,7.1,1010.5,Rainy,None
2023-04-11,Bangalore,31.8,46.0,4.0,11.8,1006.2,Clear,None
2023-04-11,Mumbai,26.5,49.4,1.1,11.7,1004.8,Clear,None
2023-04-11,Bangalore,30.3,43.5,5.6,10.6,1013.5,Clear,None
2023-04-12,Delhi,39.7,80.6,4.2,23.2,1007.1,Sunny,None
2023-04-12,Delhi,38.8,72.7,22.0,20.1,1010.5,Rainy,None
2023-04-12,Kolkata,32.3,41.6,6.7,10.9,1005.6,Clear,None
2023-04-12,Kolkata,26.2,33.3,69.8,2.7,1016.9,Rainy,Torrential Downpour
2023-04-12,Delhi,36.6,41.9,8.1,8.2,1013.9,Sunny,None
2023-04-13,Kolkata,25.6,66.1,39.6,15.9,1006.8,Rainy,None
2023-04-13,Chennai,35.5,75.7,23.6,7.5,1009.7,Rainy,None
2023-04-13,Kolkata,24.2,78.0,3.9,5.4,1007.4,Clear,None
2023-04-13,Delhi,34.3,50.1,38.4,13.8,1010.3,Rainy,None
2023-04-13,Bangalore,25.0,62.0,57.9,8.2,1004.1,Rainy,Torrential Downpour
2023-04-14,Mumbai,29.8,101.3,10.8,19.1,1008.7,Rainy,None
2023-04-14,Delhi,26.2,76.4,2.4,6.6,1003.9,Clear,None
2023-04-14,Mumbai,45.5,58.3,25.5,16.5,1008.5,Rainy,Heatwave
2023-04-14,Kolkata,27.7,64.7,8.6,9.9,1008.2,Clear,None
2023-04-14,Chennai,20.1,77.2,23.6,5.2,1007.3,Rainy,None
2023-04-15,Delhi,38.7,83.1,2.1,12.0,1003.3,Sunny,None
2023-04-15,Bangalore,34.6,55.2,1.2,3.0,1018.1,Clear,None
2023-04-15,Mumbai,29.9,30.6,0.1,15.1,1025.3,Clear,None
2023-04-15,Kolkata,21.7,63.0,2.9,8.9,1015.2,Clear,None
2023-04-15,Chennai,27.4,49.9,8.9,9.7,1013.2,Clear,None
2023-04-16,Kolkata,25.8,32.8,4.1,11.9,1006.9,Clear,None
2023-04-16,Kolkata,24.9,73.0,6.2,12.3,1007.3,Clear,None
2023-04-16,Delhi,29.9,52.8,7.1,9.9,998.7,Clear,None
2023-04-16,Chennai,28.7,69.6,1.3,11.1,1018.0,Clear,None
2023-04-16,Kolkata,28.3,74.7,12.2,5.3,1010.0,Rainy,None
2023-04-17,Delhi,33.5,72.7,4.9,8.1,1013.6,Clear,None
2023-04-17,Bangalore,23.6,41.1,19.5,11.0,1010.4,Rainy,None
2023-04-17,Kolkata,36.3,54.9,6.7,15.1,1003.4,Sunny,None
2023-04-17,Kolkata,27.6,69.4,0.8,15.0,1024.8,Clear,None
2023-04-17,Chennai,33.6,68.2,6.5,10.7,1018.3,Clear,None
2023-04-18,Chennai,29.4,49.9,8.5,6.7,1019.6,Clear,None
2023-04-18,Mumbai,24.1,77.3,0.7,16.7,1015.7,Clear,None
2023-04-18,Chennai,24.4,51.5,11.3,3.8,1012.9,Rainy,None
2023-04-18,Delhi,24.1,53.5,2.6,11.5,1015.2,Clear,None
2023-04-18,Kolkata,8.2,82.4,0.8,10.1,1000.0,Clear,None
2023-04-19,Bangalore,32.0,63.6,0.3,8.0,1014.1,Clear,None
2023-04-19,Bangalore,32.1,64.0,2.4,11.4,1014.8,Clear,None
2023-04-19,Delhi,22.0,74.7,5.0,23.7,1011.6,Clear,None
2023-04-19,Delhi,24.3,62.4,1.2,2.8,1015.2,Clear,None
2023-04-19,Mumbai,17.4,54.2,29.6,12.3,1011.1,Rainy,None
2023-04-20,Mumbai,22.8,77.3,24.5,8.6,1001.7,Rainy,None
2023-04-20,Kolkata,25.2,53.4,10.4,1.9,1011.5,Rainy,None
2023-04-20,Delhi,17.9,63.9,14.1,18.1,1010.9,Rainy,None
2023-04-20,Kolkata,13.9,47.7,11.0,14.0,1017.6,Rainy,None
2023-04-20,Mumbai,27.2,73.0,21.5,26.8,1011.6,Rainy,None
2023-04-21,Chennai,29.7,47.8,2.6,4.7,1016.9,Clear,None
2023-04-21,Delhi,28.6,67.4,1.1,8.4,1003.5,Clear,None
2023-04-21,Chennai,38.6,66.0,14.4,9.0,1020.3,Rainy,None
2023-04-21,Delhi,30.7,43.2,1.9,14.3,1010.3,Clear,None
2023-04-21,Kolkata,20.7,48.1,19.4,17.0,1011.4,Rainy,None
2023-04-22,Chennai,23.4,69.8,6.0,9.2,1020.7,Clear,None
2023-04-22,Mumbai,23.6,78.2,0.7,8.2,1010.2,Clear,None
2023-04-22,Kolkata,27.9,86.6,5.9,23.8,1013.1,Clear,None
2023-04-22,Bangalore,21.6,55.6,6.2,5.8,1015.1,Clear,None
2023-04-22,Chennai,27.3,56.5,19.9,42.2,1014.4,Rainy,None
2023-04-23,Chennai,6.1,57.7,5.5,12.5,1018.5,Clear,None
2023-04-23,Kolkata,30.9,71.9,9.6,13.9,1014.6,Clear,None
2023-04-23,Kolkata,26.2,67.2,10.8,17.5,1010.2,Rainy,None
2023-04-23,Bangalore,26.7,72.5,0.3,9.0,1006.5,Clear,None
2023-04-23,Bangalore,26.2,100.2,2.3,9.1,1011.9,Clear,None
2023-04-24,Kolkata,26.1,82.8,12.1,12.7,1019.6,Rainy,None
2023-04-24,Mumbai,25.1,97.0,12.4,17.9,1012.3,Rainy,None
2023-04-24,Mumbai,20.7,76.5,12.4,16.4,1014.5,Rainy,None
2023-04-24,Delhi,22.5,70.9,1.2,16.7,1007.3,Clear,None
2023-04-24,Bangalore,28.3,57.6,19.7,3.8,1020.2,Rainy,None
2023-04-25,Chennai,30.1,56.4,5.5,11.7,1020.6,Clear,None
2023-04-25,Chennai,26.0,84.7,19.4,10.3,1015.2,Rainy,None
2023-04-25,Mumbai,29.0,93.1,11.6,14.3,1016.0,Rainy,None
2023-04-25,Chennai,33.7,69.8,21.9,11.7,1007.5,Rainy,None
2023-04-25,Mumbai,24.7,67.4,5.7,20.8,1025.2,Clear,None
2023-04-26,Kolkata,31.1,68.6,18.5,14.1,1009.3,Rainy,None
2023-04-26,Mumbai,39.4,102.3,5.5,10.8,1020.6,Sunny,None
2023-04-26,Delhi,30.5,63.7,2.7,7.8,1013.0,Clear,None
2023-04-26,Kolkata,36.1,49.5,4.8,19.2,1015.4,Sunny,None
2023-04-26,Mumbai,23.9,66.8,2.3,12.6,999.3,Clear,None
2023-04-27,Chennai,21.4,86.6,7.9,8.3,1013.0,Clear,None
2023-04-27,Chennai,21.6,62.0,2.8,14.5,1023.1,Clear,None
2023-04-27,Bangalore,29.0,77.7,1.8,9.8,1014.8,Clear,None
2023-04-27,Delhi,24.8,68.5,9.8,9.5,1005.9,Clear,None
2023-04-27,Mumbai,27.3,85.8,8.0,9.5,1019.0,Clear,None
2023-04-28,Delhi,30.6,65.5,15.0,18.4,1015.0,Rainy,None
2023-04-28,Chennai,16.0,79.3,8.5,10.4,1012.3,Clear,None
2023-04-28,Delhi,19.9,89.2,2.1,4.1,1009.4,Clear,None
2023-04-28,Kolkata,27.8,40.4,7.9,3.7,1024.8,Clear,None
2023-04-28,Bangalore,26.9,78.1,24.9,15.3,1001.1,Rainy,None
2023-04-29,Mumbai,40.7,51.1,11.5,4.1,1015.4,Rainy,Heatwave
2023-04-29,Kolkata,31.8,76.2,22.6,3.9,1009.3,Rainy,None
2023-04-29,Chennai,18.7,58.2,15.1,9.3,1015.9,Rainy,None
2023-04-29,Kolkata,36.1,82.6,12.4,10.4,1008.4,Rainy,None
2023-04-29,Mumbai,35.3,55.9,16.4,21.0,999.9,Rainy,None
2023-04-30,Kolkata,23.7,71.6,0.3,3.6,1006.3,Clear,None
2023-04-30,Kolkata,35.7,51.3,2.9,13.7,1003.1,Sunny,None
2023-04-30,Kolkata,32.5,93.5,30.9,8.5,1009.3,Rainy,None
2023-04-30,Bangalore,25.1,70.1,24.5,11.3,1020.3,Rainy,None
2023-04-30,Chennai,33.2,44.5,2.7,8.5,1013.1,Clear,None
2023-05-01,Kolkata,18.3,77.0,1.0,35.5,1018.5,Clear,None
2023-05-01,Chennai,26.4,71.0,1.0,3.9,1006.8,Clear,None
2023-05-01,Mumbai,22.6,47.6,9.5,18.7,1014.5,Clear,None
2023-05-01,Kolkata,32.4,34.5,6.9,13.4,1008.1,Clear,None
2023-05-01,Delhi,39.7,66.0,7.0,4.7,1018.1,Sunny,None
2023-05-02,Bangalore,24.5,80.7,2.2,8.0,1007.5,Clear,None
2023-05-02,Bangalore,16.3,71.6,9.5,2.9,1014.3,Clear,None
2023-05-02,Chennai,31.9,50.2,0.0,13.4,1016.9,Clear,None
2023-05-02,Chennai,29.0,71.3,18.7,18.5,1009.6,Rainy,None
2023-05-02,Delhi,17.6,60.6,3.8,5.5,1024.9,Clear,None
2023-05-03,Kolkata,36.4,68.3,16.7,3.5,1009.4,Rainy,None
2023-05-03,Bangalore,37.5,55.9,2.4,14.0,1022.3,Sunny,None
2023-05-03,Mumbai,32.0,25.5,2.1,4.2,1019.6,Clear,None
2023-05-03,Kolkata,30.0,46.5,9.5,7.2,1010.3,Clear,None
2023-05-03,Chennai,37.7,77.2,7.5,7.2,1012.7,Sunny,None
2023-05-04,Chennai,23.3,58.7,1.1,10.8,1011.8,Clear,None
2023-05-04,Chennai,40.4,81.1,31.9,14.6,1014.3,Rainy,Heatwave
2023-05-04,Mumbai,35.8,92.2,1.7,12.1,1006.1,Sunny,None
2023-05-04,Chennai,18.8,69.8,7.1,8.8,1011.7,Clear,None
2023-05-04,Bangalore,30.9,66.4,1.3,31.8,1018.2,Clear,None
2023-05-05,Bangalore,26.1,80.2,44.2,5.1,1008.7,Rainy,None
2023-05-05,Bangalore,27.4,94.7,13.0,16.4,1000.3,Rainy,None
2023-05-05,Bangalore,30.1,72.6,5.4,13.0,1004.2,Clear,None
2023-05-05,Mumbai,25.4,59.7,17.1,10.6,1007.9,Rainy,None
2023-05-05,Chennai,22.0,32.1,16.2,5.9,1016.1,Rainy,None
2023-05-06,Bangalore,31.2,96.1,11.2,16.9,1014.5,Rainy,None
2023-05-06,Mumbai,30.6,65.4,0.5,7.2,1005.3,Clear,None
2023-05-06,Delhi,25.5,66.7,2.3,6.8,1020.0,Clear,None
2023-05-06,Mumbai,23.4,56.8,4.2,25.1,1010.0,Clear,None
2023-05-06,Delhi,24.1,100.3,4.7,9.6,1014.8,Clear,None
2023-05-07,Mumbai,31.7,64.4,0.0,31.5,1008.3,Clear,None
2023-05-07,Delhi,42.3,68.4,13.4,13.4,1009.4,Rainy,Heatwave
2023-05-07,Mumbai,33.4,58.4,27.5,6.6,1010.4,Rainy,None
2023-05-07,Chennai,19.3,59.7,4.5,14.5,1021.0,Clear,None
2023-05-07,Mumbai,27.6,68.3,10.1,12.0,1013.1,Rainy,None
2023-05-08,Bangalore,29.0,63.1,0.3,7.5,1009.6,Clear,None
2023-05-08,Mumbai,25.9,52.0,1.6,17.4,1006.0,Clear,None
2023-05-08,Kolkata,35.0,52.8,21.1,10.5,1008.0,Rainy,None
2023-05-08,Bangalore,24.1,67.3,13.0,11.7,1021.5,Rainy,None
2023-05-08,Bangalore,20.4,70.3,21.9,17.1,1012.2,Rainy,None
2023-05-09,Bangalore,32.7,77.9,6.3,12.9,1006.0,Clear,None
2023-05-09,Mumbai,18.8,42.1,0.6,4.3,1010.1,Clear,None
2023-05-09,Delhi,26.3,31.2,9.9,7.8,1008.0,Clear,None
2023-05-09,Mumbai,34.4,47.4,7.5,22.5,1002.5,Clear,None
2023-05-09,Kolkata,26.0,57.7,5.3,16.0,1005.4,Clear,None
2023-05-10,Kolkata,28.6,95.6,12.3,8.6,1009.0,Rainy,None
2023-05-10,Kolkata,31.7,57.0,5.4,16.7,1007.9,Clear,None
2023-05-10,Mumbai,22.3,80.3,19.3,20.1,1010.2,Rainy,None
2023-05-10,Mumbai,32.0,37.5,7.3,9.3,1008.6,Clear,None
2023-05-10,Chennai,27.4,81.2,1.7,4.6,1003.2,Clear,None
2023-05-11,Mumbai,27.2,62.3,5.2,6.1,1013.3,Clear,None
2023-05-11,Delhi,26.3,64.2,10.6,8.1,1012.4,Rainy,None
2023-05-11,Mumbai,20.6,57.7,2.6,1.3,1016.7,Clear,None
2023-05-11,Mumbai,24.7,60.5,13.7,16.6,1015.0,Rainy,None
2023-05-11,Bangalore,22.6,76.0,7.5,9.8,1006.4,Clear,None
2023-05-12,Delhi,32.3,76.0,1.3,13.5,1011.4,Clear,None
2023-05-12,Kolkata,29.3,85.3,10.4,16.9,995.3,Rainy,None
2023-05-12,Chennai,26.8,65.5,1.6,9.2,1013.3,Clear,None
2023-05-12,Chennai,39.0,48.3,33.1,21.3,1019.2,Rainy,None
2023-05-12,Kolkata,30.5,85.6,9.8,4.3,1012.3,Clear,None
2023-05-13,Delhi,27.1,63.0,11.4,10.5,999.9,Rainy,None
2023-05-13,Mumbai,30.0,70.7,4.7,2.7,1017.9,Clear,None
2023-05-13,Kolkata,30.3,65.7,12.6,3.4,1010.6,Rainy,None
2023-05-13,Kolkata,28.4,73.4,0.2,1.7,1016.4,Clear,None
2023-05-13,Mumbai,19.4,67.4,13.2,13.9,1012.3,Rainy,None
2023-05-14,Delhi,34.2,46.8,5.9,22.4,1000.2,Clear,None
2023-05-14,Chennai,23.6,33.7,33.7,5.3,1010.2,Rainy,None
2023-05-14,Bangalore,34.8,53.3,20.1,15.5,1018.5,Rainy,None
2023-05-14,Kolkata,32.8,72.8,10.4,4.4,1013.0,Rainy,None
2023-05-14,Mumbai,25.0,51.7,10.2,18.4,1005.7,Rainy,None
2023-05-15,Kolkata,25.4,59.7,9.0,19.5,1010.3,Clear,None
2023-05-15,Chennai,30.8,58.5,5.9,11.5,1025.1,Clear,None
2023-05-15,Mumbai,36.8,90.2,104.8,9.3,1019.9,Rainy,Torrential Downpour
2023-05-15,Kolkata,34.2,45.6,18.4,4.8,1012.6,Rainy,None
2023-05-15,Chennai,36.1,64.1,2.4,17.5,1001.0,Sunny,None
2023-05-16,Bangalore,28.8,63.9,5.2,10.6,1006.0,Clear,None
2023-05-16,Chennai,33.3,81.7,12.0,8.6,1016.1,Rainy,None
2023-05-16,Chennai,29.6,68.6,9.3,3.4,1004.4,Clear,None
2023-05-16,Delhi,26.2,68.0,1.4,14.7,1010.3,Clear,None
2023-05-16,Kolkata,20.6,90.0,18.3,2.0,1011.4,Rainy,None
2023-05-17,Kolkata,28.4,82.2,4.0,14.6,1015.7,Clear,None
2023-05-17,Delhi,33.6,56.6,14.3,4.0,1022.7,Rainy,None
2023-05-17,Chennai,28.9,53.6,21.2,8.5,1020.1,Rainy,None
2023-05-17,Delhi,27.9,72.6,3.4,16.4,1013.4,Clear,None
2023-05-17,Kolkata,19.2,59.6,0.7,11.6,1012.1,Clear,None
2023-05-18,Chennai,18.1,57.8,3.7,5.5,1007.7,Clear,None
2023-05-18,Delhi,26.1,82.9,15.7,10.3,1010.2,Rainy,None
2023-05-18,Chennai,39.0,61.1,1.7,4.9,1006.3,Sunny,None
2023-05-18,Mumbai,20.7,70.3,23.5,28.1,1011.5,Rainy,None
2023-05-18,Kolkata,32.1,64.4,7.6,23.5,1010.6,Clear,None
2023-05-19,Bangalore,24.9,66.3,25.6,30.5,1004.7,Rainy,None
